ID,Value[0],Value[1],Value[2],Value[3],ParentItemBonusListID,Type,OrderIndex
3039,4,0,0,0,1741,3,1
3040,6,200,0,0,1741,9,2
3041,32,12500,0,0,1742,2,0
3042,40,5000,0,0,1742,2,1
3043,13152,0,0,0,1742,5,2
3044,32,11500,0,0,1743,2,0
3045,40,6000,0,0,1743,2,1
3046,13152,0,0,0,1743,5,2
3047,32,10500,0,0,1744,2,0
3048,40,7000,0,0,1744,2,1
3049,13152,0,0,0,1744,5,2
3050,32,9500,0,0,1745,2,0
3051,40,8000,0,0,1745,2,1
3052,13152,0,0,0,1745,5,2
3053,32,7000,0,0,1746,2,0
3054,40,10500,0,0,1746,2,1
3055,13152,0,0,0,1746,5,2
3056,32,6000,0,0,1747,2,0
3057,40,11500,0,0,1747,2,1
3058,13152,0,0,0,1747,5,2
3059,32,5000,0,0,1748,2,0
3060,40,12500,0,0,1748,2,1
3061,13152,0,0,0,1748,5,2
3062,32,12500,0,0,1749,2,0
3063,49,5000,0,0,1749,2,1
3064,13151,0,0,0,1749,5,2
3065,32,11500,0,0,1750,2,0
3066,49,6000,0,0,1750,2,1
3067,13151,0,0,0,1750,5,2
3068,32,10500,0,0,1751,2,0
3069,49,7000,0,0,1751,2,1
3070,13151,0,0,0,1751,5,2
3071,32,9500,0,0,1752,2,0
3072,49,8000,0,0,1752,2,1
3073,13151,0,0,0,1752,5,2
3074,32,7000,0,0,1753,2,0
3075,49,10500,0,0,1753,2,1
3076,13151,0,0,0,1753,5,2
3077,32,6000,0,0,1754,2,0
3078,49,11500,0,0,1754,2,1
3079,13151,0,0,0,1754,5,2
3080,32,5000,0,0,1755,2,0
3081,49,12500,0,0,1755,2,1
3082,13151,0,0,0,1755,5,2
3083,32,12500,0,0,1756,2,0
3084,36,5000,0,0,1756,2,1
3085,13150,0,0,0,1756,5,2
3086,32,11000,0,0,1757,2,0
3087,36,6500,0,0,1757,2,1
3088,13150,0,0,0,1757,5,2
3089,32,10500,0,0,1758,2,0
3090,36,7000,0,0,1758,2,1
3091,13150,0,0,0,1758,5,2
3092,32,9500,0,0,1759,2,0
3093,36,8000,0,0,1759,2,1
3094,13150,0,0,0,1759,5,2
3095,32,7000,0,0,1760,2,0
3096,36,10500,0,0,1760,2,1
3097,13150,0,0,0,1760,5,2
3098,32,6000,0,0,1761,2,0
3099,36,11500,0,0,1761,2,1
3100,13150,0,0,0,1761,5,2
3101,32,5000,0,0,1762,2,0
3102,36,12500,0,0,1762,2,1
3103,13150,0,0,0,1762,5,2
3104,36,12500,0,0,1763,2,0
3105,49,5000,0,0,1763,2,1
3106,13156,0,0,0,1763,5,2
3107,36,11500,0,0,1764,2,0
3108,49,6000,0,0,1764,2,1
3109,13156,0,0,0,1764,5,2
3110,36,10500,0,0,1765,2,0
3111,49,7000,0,0,1765,2,1
3112,13156,0,0,0,1765,5,2
3113,36,9500,0,0,1766,2,0
3114,49,8000,0,0,1766,2,1
3115,13156,0,0,0,1766,5,2
3116,36,7000,0,0,1767,2,0
3117,49,10500,0,0,1767,2,1
3118,13156,0,0,0,1767,5,2
3119,36,6000,0,0,1768,2,0
3120,49,11500,0,0,1768,2,1
3121,13156,0,0,0,1768,5,2
3122,36,5000,0,0,1769,2,0
3123,49,12500,0,0,1769,2,1
3124,13156,0,0,0,1769,5,2
3125,36,12500,0,0,1770,2,0
3126,40,5000,0,0,1770,2,1
3127,13157,0,0,0,1770,5,2
3128,36,11500,0,0,1771,2,0
3129,40,6000,0,0,1771,2,1
3130,13157,0,0,0,1771,5,2
3131,36,10500,0,0,1772,2,0
3132,40,7000,0,0,1772,2,1
3133,13157,0,0,0,1772,5,2
3134,36,9500,0,0,1773,2,0
3135,40,8000,0,0,1773,2,1
3136,13157,0,0,0,1773,5,2
3137,36,7000,0,0,1774,2,0
3138,40,10500,0,0,1774,2,1
3139,13157,0,0,0,1774,5,2
3140,36,6000,0,0,1775,2,0
3141,40,11500,0,0,1775,2,1
3142,13157,0,0,0,1775,5,2
3143,36,5000,0,0,1776,2,0
3144,40,12500,0,0,1776,2,1
3145,13157,0,0,0,1776,5,2
3146,49,12500,0,0,1777,2,0
3147,40,5000,0,0,1777,2,1
3148,13161,0,0,0,1777,5,2
3149,49,11500,0,0,1778,2,0
3150,40,6000,0,0,1778,2,1
3151,13161,0,0,0,1778,5,2
3152,49,10500,0,0,1779,2,0
3153,40,7000,0,0,1779,2,1
3154,13161,0,0,0,1779,5,2
3155,49,9500,0,0,1780,2,0
3156,40,8000,0,0,1780,2,1
3157,13161,0,0,0,1780,5,2
3158,49,7000,0,0,1781,2,0
3159,40,10500,0,0,1781,2,1
3160,13161,0,0,0,1781,5,2
3161,49,6000,0,0,1782,2,0
3162,40,11500,0,0,1782,2,1
3163,13161,0,0,0,1782,5,2
3164,49,5000,0,0,1783,2,0
3165,40,12500,0,0,1783,2,1
3166,13161,0,0,0,1783,5,2
3167,32,17500,0,0,1784,2,0
3168,13176,0,0,0,1784,5,1
3169,40,17500,0,0,1785,2,0
3170,13172,0,0,0,1785,5,1
3171,36,17500,0,0,1786,2,0
3172,13170,0,0,0,1786,5,1
3173,49,17500,0,0,1787,2,0
3174,13171,0,0,0,1787,5,1
3175,1032,1,0,1787,1788,13,0
3176,1033,1,0,1788,1789,13,0
3177,3,0,0,0,1789,3,1
3178,5,100,0,0,1789,9,2
3179,1034,1,0,1789,1790,13,0
3180,4,0,0,0,1790,3,1
3181,6,100,0,0,1790,9,2
3182,1035,1,0,1790,1791,13,0
3183,1018,800,0,1756,1792,13,0
3184,1020,800,0,1760,1793,13,0
3185,1016,800,0,1758,1794,13,0
3186,845,0,0,0,1726,14,2
3187,3,0,0,0,1795,3,0
3188,5,0,0,0,1795,7,1
3189,1037,400,0,1824,1796,13,0
3195,0,0,0,5449,1795,13,2
3196,0,0,0,0,1798,0,0
3197,2015,0,0,0,1798,4,1
3198,125,0,0,0,1798,10,2
3199,1,400,0,0,1798,7,3
3200,0,0,0,0,1799,0,0
3201,13145,0,0,0,1799,4,1
3202,200,0,0,0,1799,10,2
3203,3,400,0,0,1799,7,3
3204,24,0,0,0,1800,1,0
3205,0,0,0,0,1801,0,0
3206,690,0,0,0,1801,14,1
3207,705,0,0,0,1798,14,4
3208,720,0,0,0,1799,14,4
3225,865,0,0,0,1727,14,2
3226,2015,0,0,0,1805,4,0
3227,125,0,0,0,1805,10,1
3228,1,0,0,0,1805,7,2
3229,865,0,0,0,1805,14,3
3230,4,0,0,0,1805,3,4
3231,13145,0,0,0,1806,4,0
3232,200,0,0,0,1806,10,1
3233,3,0,0,0,1806,7,2
3234,880,0,0,0,1806,14,3
3235,4,0,0,0,1806,3,4
3236,850,0,0,0,1807,14,0
3237,4,0,0,0,1807,3,1
3238,1,7,0,0,1808,6,0
3239,12,100,0,0,1808,9,1
3241,0,-99999,0,0,1809,11,0
3245,140,0,0,0,1810,1,0
3246,3,0,0,0,1810,3,1
3247,0,0,0,0,1811,0,0
3248,1045,9999999,0,2002,1812,13,0
3250,4,0,0,0,1813,3,0
3251,66892,0,0,0,1813,12,1
3252,3,0,0,0,1792,3,1
3253,3,0,0,0,1793,3,1
3254,3,0,0,0,1794,3,1
3255,0,0,0,0,1814,0,0
3256,0,0,0,0,1815,0,0
3257,0,0,0,0,1816,0,0
3258,2,0,0,0,1817,1,0
3259,4,0,0,0,1818,1,0
3260,3,0,0,0,1819,1,0
3261,5,0,0,0,1820,1,0
3262,4,200,0,0,1821,9,0
3263,4,0,0,0,1822,3,0
3264,11428,0,0,0,1822,4,1
3265,3,0,0,0,1823,3,0
3266,66890,100,0,0,1823,12,1
3267,3,0,0,0,1824,3,0
3268,3,0,0,0,1825,3,0
3269,3,0,0,0,1826,3,0
3270,0,0,0,0,1826,14,1
4275,-400,0,0,0,2829,1,0
4276,-399,0,0,0,2830,1,0
4277,-398,0,0,0,2831,1,0
4278,-397,0,0,0,2832,1,0
4279,-396,0,0,0,2833,1,0
4280,-395,0,0,0,2834,1,0
4281,-394,0,0,0,2835,1,0
4282,-393,0,0,0,2836,1,0
4283,-392,0,0,0,2837,1,0
4284,-391,0,0,0,2838,1,0
4285,-390,0,0,0,2839,1,0
4286,-389,0,0,0,2840,1,0
4287,-388,0,0,0,2841,1,0
4288,-387,0,0,0,2842,1,0
4289,-386,0,0,0,2843,1,0
4290,-385,0,0,0,2844,1,0
4291,-384,0,0,0,2845,1,0
4292,-383,0,0,0,2846,1,0
4293,-382,0,0,0,2847,1,0
4294,-381,0,0,0,2848,1,0
4295,-380,0,0,0,2849,1,0
4296,-379,0,0,0,2850,1,0
4297,-378,0,0,0,2851,1,0
4298,-377,0,0,0,2852,1,0
4299,-376,0,0,0,2853,1,0
4300,-375,0,0,0,2854,1,0
4301,-374,0,0,0,2855,1,0
4302,-373,0,0,0,2856,1,0
4303,-372,0,0,0,2857,1,0
4304,-371,0,0,0,2858,1,0
4305,-370,0,0,0,2859,1,0
4306,-369,0,0,0,2860,1,0
4307,-368,0,0,0,2861,1,0
4308,-367,0,0,0,2862,1,0
4309,-366,0,0,0,2863,1,0
4310,-365,0,0,0,2864,1,0
4311,-364,0,0,0,2865,1,0
4312,-363,0,0,0,2866,1,0
4313,-362,0,0,0,2867,1,0
4314,-361,0,0,0,2868,1,0
4315,-360,0,0,0,2869,1,0
4316,-359,0,0,0,2870,1,0
4317,-358,0,0,0,2871,1,0
4318,-357,0,0,0,2872,1,0
4319,-356,0,0,0,2873,1,0
4320,-355,0,0,0,2874,1,0
4321,-354,0,0,0,2875,1,0
4322,-353,0,0,0,2876,1,0
4323,-352,0,0,0,2877,1,0
4324,-351,0,0,0,2878,1,0
4325,-350,0,0,0,2879,1,0
4326,-349,0,0,0,2880,1,0
4327,-348,0,0,0,2881,1,0
4328,-347,0,0,0,2882,1,0
4329,-346,0,0,0,2883,1,0
4330,-345,0,0,0,2884,1,0
4331,-344,0,0,0,2885,1,0
4332,-343,0,0,0,2886,1,0
4333,-342,0,0,0,2887,1,0
4334,-341,0,0,0,2888,1,0
4335,-340,0,0,0,2889,1,0
4336,-339,0,0,0,2890,1,0
4337,-338,0,0,0,2891,1,0
4338,-337,0,0,0,2892,1,0
4339,-336,0,0,0,2893,1,0
4340,-335,0,0,0,2894,1,0
4341,-334,0,0,0,2895,1,0
4342,-333,0,0,0,2896,1,0
4343,-332,0,0,0,2897,1,0
4344,-331,0,0,0,2898,1,0
4345,-330,0,0,0,2899,1,0
4346,-329,0,0,0,2900,1,0
4347,-328,0,0,0,2901,1,0
4348,-327,0,0,0,2902,1,0
4349,-326,0,0,0,2903,1,0
4350,-325,0,0,0,2904,1,0
4351,-324,0,0,0,2905,1,0
4352,-323,0,0,0,2906,1,0
4353,-322,0,0,0,2907,1,0
4354,-321,0,0,0,2908,1,0
4355,-320,0,0,0,2909,1,0
4356,-319,0,0,0,2910,1,0
4357,-318,0,0,0,2911,1,0
4358,-317,0,0,0,2912,1,0
4359,-316,0,0,0,2913,1,0
4360,-315,0,0,0,2914,1,0
4361,-314,0,0,0,2915,1,0
4362,-313,0,0,0,2916,1,0
4363,-312,0,0,0,2917,1,0
4364,-311,0,0,0,2918,1,0
4365,-310,0,0,0,2919,1,0
4366,-309,0,0,0,2920,1,0
4367,-308,0,0,0,2921,1,0
4368,-307,0,0,0,2922,1,0
4369,-306,0,0,0,2923,1,0
4370,-305,0,0,0,2924,1,0
4371,-304,0,0,0,2925,1,0
4372,-303,0,0,0,2926,1,0
4373,-302,0,0,0,2927,1,0
4374,-301,0,0,0,2928,1,0
4375,-300,0,0,0,2929,1,0
4376,-299,0,0,0,2930,1,0
4377,-298,0,0,0,2931,1,0
4378,-297,0,0,0,2932,1,0
4379,-296,0,0,0,2933,1,0
4380,-295,0,0,0,2934,1,0
4381,-294,0,0,0,2935,1,0
4382,-293,0,0,0,2936,1,0
4383,-292,0,0,0,2937,1,0
4384,-291,0,0,0,2938,1,0
4385,-290,0,0,0,2939,1,0
4386,-289,0,0,0,2940,1,0
4387,-288,0,0,0,2941,1,0
4388,-287,0,0,0,2942,1,0
4389,-286,0,0,0,2943,1,0
4390,-285,0,0,0,2944,1,0
4391,-284,0,0,0,2945,1,0
4392,-283,0,0,0,2946,1,0
4393,-282,0,0,0,2947,1,0
4394,-281,0,0,0,2948,1,0
4395,-280,0,0,0,2949,1,0
4396,-279,0,0,0,2950,1,0
4397,-278,0,0,0,2951,1,0
4398,-277,0,0,0,2952,1,0
4399,-276,0,0,0,2953,1,0
4400,-275,0,0,0,2954,1,0
4401,-274,0,0,0,2955,1,0
4402,-273,0,0,0,2956,1,0
4403,-272,0,0,0,2957,1,0
4404,-271,0,0,0,2958,1,0
4405,-270,0,0,0,2959,1,0
4406,-269,0,0,0,2960,1,0
4407,-268,0,0,0,2961,1,0
4408,-267,0,0,0,2962,1,0
4409,-266,0,0,0,2963,1,0
4410,-265,0,0,0,2964,1,0
4411,-264,0,0,0,2965,1,0
4412,-263,0,0,0,2966,1,0
4413,-262,0,0,0,2967,1,0
4414,-261,0,0,0,2968,1,0
4415,-260,0,0,0,2969,1,0
4416,-259,0,0,0,2970,1,0
4417,-258,0,0,0,2971,1,0
4418,-257,0,0,0,2972,1,0
4419,-256,0,0,0,2973,1,0
4420,-255,0,0,0,2974,1,0
4421,-254,0,0,0,2975,1,0
4422,-253,0,0,0,2976,1,0
4423,-252,0,0,0,2977,1,0
4424,-251,0,0,0,2978,1,0
4425,-250,0,0,0,2979,1,0
4426,-249,0,0,0,2980,1,0
4427,-248,0,0,0,2981,1,0
4428,-247,0,0,0,2982,1,0
4429,-246,0,0,0,2983,1,0
4430,-245,0,0,0,2984,1,0
4431,-244,0,0,0,2985,1,0
4432,-243,0,0,0,2986,1,0
4433,-242,0,0,0,2987,1,0
4434,-241,0,0,0,2988,1,0
4435,-240,0,0,0,2989,1,0
4436,-239,0,0,0,2990,1,0
4437,-238,0,0,0,2991,1,0
4438,-237,0,0,0,2992,1,0
4439,-236,0,0,0,2993,1,0
4440,-235,0,0,0,2994,1,0
4441,-234,0,0,0,2995,1,0
4442,-233,0,0,0,2996,1,0
4443,-232,0,0,0,2997,1,0
4444,-231,0,0,0,2998,1,0
4445,-230,0,0,0,2999,1,0
4446,-229,0,0,0,3000,1,0
4447,-228,0,0,0,3001,1,0
4448,-227,0,0,0,3002,1,0
4449,-226,0,0,0,3003,1,0
4450,-225,0,0,0,3004,1,0
4451,-224,0,0,0,3005,1,0
4452,-223,0,0,0,3006,1,0
4453,-222,0,0,0,3007,1,0
4454,-221,0,0,0,3008,1,0
4455,-220,0,0,0,3009,1,0
4456,-219,0,0,0,3010,1,0
4457,-218,0,0,0,3011,1,0
4458,-217,0,0,0,3012,1,0
4459,-216,0,0,0,3013,1,0
4460,-215,0,0,0,3014,1,0
4461,-214,0,0,0,3015,1,0
4462,-213,0,0,0,3016,1,0
4463,-212,0,0,0,3017,1,0
4464,-211,0,0,0,3018,1,0
4465,-210,0,0,0,3019,1,0
4466,-209,0,0,0,3020,1,0
4467,-208,0,0,0,3021,1,0
4468,-207,0,0,0,3022,1,0
4469,-206,0,0,0,3023,1,0
4470,-205,0,0,0,3024,1,0
4471,-204,0,0,0,3025,1,0
4472,-203,0,0,0,3026,1,0
4473,-202,0,0,0,3027,1,0
4474,-201,0,0,0,3028,1,0
4475,-200,0,0,0,3029,1,0
4476,-199,0,0,0,3030,1,0
4477,-198,0,0,0,3031,1,0
4478,-197,0,0,0,3032,1,0
4479,-196,0,0,0,3033,1,0
4480,-195,0,0,0,3034,1,0
4481,-194,0,0,0,3035,1,0
4482,-193,0,0,0,3036,1,0
4483,-192,0,0,0,3037,1,0
4484,-191,0,0,0,3038,1,0
4485,-190,0,0,0,3039,1,0
4486,-189,0,0,0,3040,1,0
4487,-188,0,0,0,3041,1,0
4488,-187,0,0,0,3042,1,0
4489,-186,0,0,0,3043,1,0
4490,-185,0,0,0,3044,1,0
4491,-184,0,0,0,3045,1,0
4492,-183,0,0,0,3046,1,0
4493,-182,0,0,0,3047,1,0
4494,-181,0,0,0,3048,1,0
4495,-180,0,0,0,3049,1,0
4496,-179,0,0,0,3050,1,0
4497,-178,0,0,0,3051,1,0
4498,-177,0,0,0,3052,1,0
4499,-176,0,0,0,3053,1,0
4500,-175,0,0,0,3054,1,0
4501,-174,0,0,0,3055,1,0
4502,-173,0,0,0,3056,1,0
4503,-172,0,0,0,3057,1,0
4504,-171,0,0,0,3058,1,0
4505,-170,0,0,0,3059,1,0
4506,-169,0,0,0,3060,1,0
4507,-168,0,0,0,3061,1,0
4508,-167,0,0,0,3062,1,0
4509,-166,0,0,0,3063,1,0
4510,-165,0,0,0,3064,1,0
4511,-164,0,0,0,3065,1,0
4512,-163,0,0,0,3066,1,0
4513,-162,0,0,0,3067,1,0
4514,-161,0,0,0,3068,1,0
4515,-160,0,0,0,3069,1,0
4516,-159,0,0,0,3070,1,0
4517,-158,0,0,0,3071,1,0
4518,-157,0,0,0,3072,1,0
4519,-156,0,0,0,3073,1,0
4520,-155,0,0,0,3074,1,0
4521,-154,0,0,0,3075,1,0
4522,-153,0,0,0,3076,1,0
4523,-152,0,0,0,3077,1,0
4524,-151,0,0,0,3078,1,0
4525,-150,0,0,0,3079,1,0
4526,-149,0,0,0,3080,1,0
4527,-148,0,0,0,3081,1,0
4528,-147,0,0,0,3082,1,0
4529,-146,0,0,0,3083,1,0
4530,-145,0,0,0,3084,1,0
4531,-144,0,0,0,3085,1,0
4532,-143,0,0,0,3086,1,0
4533,-142,0,0,0,3087,1,0
4534,-141,0,0,0,3088,1,0
4535,-140,0,0,0,3089,1,0
4536,-139,0,0,0,3090,1,0
4537,-138,0,0,0,3091,1,0
4538,-137,0,0,0,3092,1,0
4539,-136,0,0,0,3093,1,0
4540,-135,0,0,0,3094,1,0
4541,-134,0,0,0,3095,1,0
4542,-133,0,0,0,3096,1,0
4543,-132,0,0,0,3097,1,0
4544,-131,0,0,0,3098,1,0
4545,-130,0,0,0,3099,1,0
4546,-129,0,0,0,3100,1,0
4547,-128,0,0,0,3101,1,0
4548,-127,0,0,0,3102,1,0
4549,-126,0,0,0,3103,1,0
4550,-125,0,0,0,3104,1,0
4551,-124,0,0,0,3105,1,0
4552,-123,0,0,0,3106,1,0
4553,-122,0,0,0,3107,1,0
4554,-121,0,0,0,3108,1,0
4555,-120,0,0,0,3109,1,0
4556,-119,0,0,0,3110,1,0
4557,-118,0,0,0,3111,1,0
4558,-117,0,0,0,3112,1,0
4559,-116,0,0,0,3113,1,0
4560,-115,0,0,0,3114,1,0
4561,-114,0,0,0,3115,1,0
4562,-113,0,0,0,3116,1,0
4563,-112,0,0,0,3117,1,0
4564,-111,0,0,0,3118,1,0
4565,-110,0,0,0,3119,1,0
4566,-109,0,0,0,3120,1,0
4567,-108,0,0,0,3121,1,0
4568,-107,0,0,0,3122,1,0
4569,-106,0,0,0,3123,1,0
4570,-105,0,0,0,3124,1,0
4571,-104,0,0,0,3125,1,0
4572,-103,0,0,0,3126,1,0
4573,-102,0,0,0,3127,1,0
4574,-101,0,0,0,3128,1,0
4576,201,0,0,0,3130,1,0
4577,202,0,0,0,3131,1,0
4578,203,0,0,0,3132,1,0
4579,204,0,0,0,3133,1,0
4580,205,0,0,0,3134,1,0
4581,206,0,0,0,3135,1,0
4582,207,0,0,0,3136,1,0
4583,208,0,0,0,3137,1,0
4584,209,0,0,0,3138,1,0
4585,210,0,0,0,3139,1,0
4586,211,0,0,0,3140,1,0
4587,212,0,0,0,3141,1,0
4588,213,0,0,0,3142,1,0
4589,214,0,0,0,3143,1,0
4590,215,0,0,0,3144,1,0
4591,216,0,0,0,3145,1,0
4592,217,0,0,0,3146,1,0
4593,218,0,0,0,3147,1,0
4594,219,0,0,0,3148,1,0
4595,220,0,0,0,3149,1,0
4596,221,0,0,0,3150,1,0
4597,222,0,0,0,3151,1,0
4598,223,0,0,0,3152,1,0
4599,224,0,0,0,3153,1,0
4600,225,0,0,0,3154,1,0
4601,226,0,0,0,3155,1,0
4602,227,0,0,0,3156,1,0
4603,228,0,0,0,3157,1,0
4604,229,0,0,0,3158,1,0
4605,230,0,0,0,3159,1,0
4606,231,0,0,0,3160,1,0
4607,232,0,0,0,3161,1,0
4608,233,0,0,0,3162,1,0
4609,234,0,0,0,3163,1,0
4610,235,0,0,0,3164,1,0
4611,236,0,0,0,3165,1,0
4612,237,0,0,0,3166,1,0
4613,238,0,0,0,3167,1,0
4614,239,0,0,0,3168,1,0
4615,240,0,0,0,3169,1,0
4616,241,0,0,0,3170,1,0
4617,242,0,0,0,3171,1,0
4618,243,0,0,0,3172,1,0
4619,244,0,0,0,3173,1,0
4620,245,0,0,0,3174,1,0
4621,246,0,0,0,3175,1,0
4622,247,0,0,0,3176,1,0
4623,248,0,0,0,3177,1,0
4624,249,0,0,0,3178,1,0
4625,250,0,0,0,3179,1,0
4626,251,0,0,0,3180,1,0
4627,252,0,0,0,3181,1,0
4628,253,0,0,0,3182,1,0
4629,254,0,0,0,3183,1,0
4630,255,0,0,0,3184,1,0
4631,256,0,0,0,3185,1,0
4632,257,0,0,0,3186,1,0
4633,258,0,0,0,3187,1,0
4634,259,0,0,0,3188,1,0
4635,260,0,0,0,3189,1,0
4636,261,0,0,0,3190,1,0
4637,262,0,0,0,3191,1,0
4638,263,0,0,0,3192,1,0
4639,264,0,0,0,3193,1,0
4640,265,0,0,0,3194,1,0
4641,266,0,0,0,3195,1,0
4642,267,0,0,0,3196,1,0
4643,268,0,0,0,3197,1,0
4644,269,0,0,0,3198,1,0
4645,270,0,0,0,3199,1,0
4646,271,0,0,0,3200,1,0
4647,272,0,0,0,3201,1,0
4648,273,0,0,0,3202,1,0
4649,274,0,0,0,3203,1,0
4650,275,0,0,0,3204,1,0
4651,276,0,0,0,3205,1,0
4652,277,0,0,0,3206,1,0
4653,278,0,0,0,3207,1,0
4654,279,0,0,0,3208,1,0
4655,280,0,0,0,3209,1,0
4656,281,0,0,0,3210,1,0
4657,282,0,0,0,3211,1,0
4658,283,0,0,0,3212,1,0
4659,284,0,0,0,3213,1,0
4660,285,0,0,0,3214,1,0
4661,286,0,0,0,3215,1,0
4662,287,0,0,0,3216,1,0
4663,288,0,0,0,3217,1,0
4664,289,0,0,0,3218,1,0
4665,290,0,0,0,3219,1,0
4666,291,0,0,0,3220,1,0
4667,292,0,0,0,3221,1,0
4668,293,0,0,0,3222,1,0
4669,294,0,0,0,3223,1,0
4670,295,0,0,0,3224,1,0
4671,296,0,0,0,3225,1,0
4672,297,0,0,0,3226,1,0
4673,298,0,0,0,3227,1,0
4674,299,0,0,0,3228,1,0
4675,300,0,0,0,3229,1,0
4676,301,0,0,0,3230,1,0
4677,302,0,0,0,3231,1,0
4678,303,0,0,0,3232,1,0
4679,304,0,0,0,3233,1,0
4680,305,0,0,0,3234,1,0
4681,306,0,0,0,3235,1,0
4682,307,0,0,0,3236,1,0
4683,308,0,0,0,3237,1,0
4684,309,0,0,0,3238,1,0
4685,310,0,0,0,3239,1,0
4686,311,0,0,0,3240,1,0
4687,312,0,0,0,3241,1,0
4688,313,0,0,0,3242,1,0
4689,314,0,0,0,3243,1,0
4690,315,0,0,0,3244,1,0
4691,316,0,0,0,3245,1,0
4692,317,0,0,0,3246,1,0
4693,318,0,0,0,3247,1,0
4694,319,0,0,0,3248,1,0
4695,320,0,0,0,3249,1,0
4696,321,0,0,0,3250,1,0
4697,322,0,0,0,3251,1,0
4698,323,0,0,0,3252,1,0
4699,324,0,0,0,3253,1,0
4700,325,0,0,0,3254,1,0
4701,326,0,0,0,3255,1,0
4702,327,0,0,0,3256,1,0
4703,328,0,0,0,3257,1,0
4704,329,0,0,0,3258,1,0
4705,330,0,0,0,3259,1,0
4706,331,0,0,0,3260,1,0
4707,332,0,0,0,3261,1,0
4708,333,0,0,0,3262,1,0
4709,334,0,0,0,3263,1,0
4710,335,0,0,0,3264,1,0
4711,336,0,0,0,3265,1,0
4712,337,0,0,0,3266,1,0
4713,338,0,0,0,3267,1,0
4714,339,0,0,0,3268,1,0
4715,340,0,0,0,3269,1,0
4716,341,0,0,0,3270,1,0
4717,342,0,0,0,3271,1,0
4718,343,0,0,0,3272,1,0
4719,344,0,0,0,3273,1,0
4720,345,0,0,0,3274,1,0
4721,346,0,0,0,3275,1,0
4722,347,0,0,0,3276,1,0
4723,348,0,0,0,3277,1,0
4724,349,0,0,0,3278,1,0
4725,350,0,0,0,3279,1,0
4726,351,0,0,0,3280,1,0
4727,352,0,0,0,3281,1,0
4728,353,0,0,0,3282,1,0
4729,354,0,0,0,3283,1,0
4730,355,0,0,0,3284,1,0
4731,356,0,0,0,3285,1,0
4732,357,0,0,0,3286,1,0
4733,358,0,0,0,3287,1,0
4734,359,0,0,0,3288,1,0
4735,360,0,0,0,3289,1,0
4736,361,0,0,0,3290,1,0
4737,362,0,0,0,3291,1,0
4738,363,0,0,0,3292,1,0
4739,364,0,0,0,3293,1,0
4740,365,0,0,0,3294,1,0
4741,366,0,0,0,3295,1,0
4742,367,0,0,0,3296,1,0
4743,368,0,0,0,3297,1,0
4744,369,0,0,0,3298,1,0
4745,370,0,0,0,3299,1,0
4746,371,0,0,0,3300,1,0
4747,372,0,0,0,3301,1,0
4748,373,0,0,0,3302,1,0
4749,374,0,0,0,3303,1,0
4750,375,0,0,0,3304,1,0
4751,376,0,0,0,3305,1,0
4752,377,0,0,0,3306,1,0
4753,378,0,0,0,3307,1,0
4754,379,0,0,0,3308,1,0
4755,380,0,0,0,3309,1,0
4756,381,0,0,0,3310,1,0
4757,382,0,0,0,3311,1,0
4758,383,0,0,0,3312,1,0
4759,384,0,0,0,3313,1,0
4760,385,0,0,0,3314,1,0
4761,386,0,0,0,3315,1,0
4762,387,0,0,0,3316,1,0
4763,388,0,0,0,3317,1,0
4764,389,0,0,0,3318,1,0
4765,390,0,0,0,3319,1,0
4766,391,0,0,0,3320,1,0
4767,392,0,0,0,3321,1,0
4768,393,0,0,0,3322,1,0
4769,394,0,0,0,3323,1,0
4770,395,0,0,0,3324,1,0
4771,396,0,0,0,3325,1,0
4772,397,0,0,0,3326,1,0
4773,398,0,0,0,3327,1,0
4774,399,0,0,0,3328,1,0
4775,400,0,0,0,3329,1,0
4777,4,0,0,0,3330,3,0
4778,3,0,0,0,3330,1,1
4779,6,100,0,0,3330,9,2
4780,55475,0,0,0,3330,12,3
4781,1,0,0,0,3331,1,0
4782,6,0,0,0,3332,1,0
4783,7,0,0,0,3333,1,0
4784,8,0,0,0,3334,1,0
4785,13187,0,0,0,1816,4,1
4786,13185,0,0,0,3331,4,1
4787,13186,0,0,0,1817,4,1
4788,13208,0,0,0,1819,4,1
4789,13217,0,0,0,1818,4,1
4790,13218,0,0,0,1820,4,1
4791,13236,0,0,0,3332,4,1
4792,13237,0,0,0,3333,4,1
4793,13238,0,0,0,3334,4,1
4795,4,0,0,0,3336,3,0
4796,66892,0,0,0,3336,12,1
4797,12,100,0,0,3336,9,2
4798,11428,10,0,0,3336,4,3
4799,4,0,0,0,3337,3,0
4800,66892,0,0,0,3337,12,1
4801,12,100,0,0,3337,9,2
4802,13239,10,0,0,3337,4,3
4803,3,0,0,0,3338,3,0
4804,66890,100,0,0,3338,12,1
4805,12,100,0,0,3338,9,2
4806,13239,10,0,0,3338,4,3
4807,3,0,0,0,3339,3,0
4808,66890,100,0,0,3339,12,1
4809,12,100,0,0,3339,9,2
4810,11428,10,0,0,3339,4,3
4812,2,0,0,0,3340,1,0
4813,6,100,0,0,3340,9,1
4816,1047,1000,0,2202,3342,13,0
4817,32,2500,0,0,3343,2,0
4818,40,5000,0,0,3343,2,1
4819,13152,0,0,0,3343,5,2
4820,32,1250,0,0,3344,2,0
4821,40,6250,0,0,3344,2,1
4822,13152,0,0,0,3344,5,2
