ID,LegacySlotIndex,TriggerType,Charges,CoolDownMSec,CategoryCoolDownMSec,SpellCategoryID,SpellID,ChrSpecializationID
6238,1,0,0,1800000,-1,0,12438,0
6239,0,0,0,30000,-1,0,40527,0
6240,0,0,-1,0,1000,11,40543,0
6241,0,0,0,180000,-1,0,40530,0
6242,0,0,-1,-1,-1,0,40548,0
6243,0,0,-1,300000,300000,30,41237,0
6246,0,0,-1,-1,-1,0,40558,0
6247,0,0,-1,0,3000,79,40568,0
6248,0,0,-1,0,3000,79,40575,0
6249,0,0,-1,0,3000,79,40572,0
6250,0,0,-1,0,3000,79,40567,0
6251,0,0,-1,0,3000,79,40573,0
6252,0,0,-1,0,3000,79,40576,0
6253,0,0,-1,-1,-1,24,40309,0
6260,0,0,0,-1,-1,0,28226,0
6263,0,0,0,140000,-1,0,40889,0
6264,0,0,0,120000,20000,1141,40729,0
6265,0,0,-1,0,1000,59,11009,0
6266,0,0,-1,0,1000,59,27089,0
6267,0,0,-1,-1,-1,0,40757,0
6268,1,0,-1,-1,-1,0,40752,0
6269,0,0,-1,-1,-1,0,40744,0
6270,1,0,-1,-1,-1,0,40749,0
6271,1,0,-1,-1,-1,0,40756,0
6272,1,0,-1,-1,-1,0,40753,0
6273,1,0,-1,-1,-1,0,40748,0
6274,0,0,-1,-1,-1,0,40747,0
6275,0,0,-1,0,0,0,40754,0
6276,1,0,-1,-1,-1,0,40755,0
6277,0,0,0,0,5000,1170,40742,0
6278,0,0,-1,-1,-1,0,40766,0
6279,0,0,-1,-1,-1,0,40767,0
6280,0,0,-1,-1,-1,0,40765,0
6281,0,0,-1,-1,-1,0,40764,0
6282,0,0,-1,0,1000,11,35270,0
6283,0,0,-1,0,1000,11,40768,0
6284,0,0,0,600000,600000,1183,40811,0
6285,0,0,0,600000,600000,1183,40815,0
6286,0,0,0,60000,60000,0,40817,0
6287,0,0,0,-1,-1,0,40856,0
6288,0,0,-1,0,1000,11,41030,0
6289,0,0,-1,0,1000,11,41031,0
6298,0,0,0,60000,60000,0,41181,0
6323,0,0,0,900000,-1,0,41234,0
6324,0,0,-1,-1,-1,0,41233,0
6325,0,0,-1,300000,300000,4,28499,0
6326,0,0,-1,300000,300000,4,28495,0
6327,0,0,-1,0,3000,79,28518,0
6328,0,0,-1,0,3000,79,28520,0
6329,0,0,-1,0,3000,79,28519,0
6330,0,0,-1,0,3000,79,17628,0
6333,0,1,0,-1,-1,0,41260,0
6334,0,1,0,-1,-1,0,41262,0
6335,0,0,-1,-1,-1,0,41267,0
6336,0,0,0,1800000,0,0,41301,0
6337,0,0,-1,300000,300000,4,41304,0
6338,0,0,-1,300000,300000,4,41306,0
6339,0,0,0,0,10000,1167,41291,0
6340,0,0,0,1500,-1,0,41423,0
6341,0,0,-1,0,0,0,41443,0
6342,0,0,-1,300000,300000,4,28536,0
6343,0,0,-1,300000,300000,4,28513,0
6344,0,0,-1,300000,300000,4,28537,0
6345,0,0,-1,300000,300000,4,28511,0
6346,0,0,-1,300000,300000,4,28512,0
6347,0,0,-1,0,0,0,41494,0
6348,0,0,-1,0,0,0,41495,0
6349,0,0,-1,0,0,0,41497,0
6350,0,0,-1,0,0,0,41498,0
6351,0,0,-1,-1,3000,330,55884,0
6352,1,6,0,-1,-1,0,41513,0
6353,0,0,-1,-1,3000,330,55884,0
6354,1,6,0,-1,-1,0,41514,0
6355,0,0,-1,-1,3000,330,55884,0
6356,1,6,0,-1,-1,0,41515,0
6357,0,0,-1,-1,3000,330,55884,0
6358,1,6,0,-1,-1,0,41516,0
6359,0,0,-1,-1,3000,330,55884,0
6360,1,6,0,-1,-1,0,41517,0
6361,0,0,-1,-1,3000,330,55884,0
6362,1,6,0,-1,-1,0,41518,0
6363,0,1,0,-1,-1,0,48776,0
6364,0,0,0,600000,600000,1183,40815,0
6365,0,0,-1,-1,-1,0,42801,0
6366,0,0,-1,-1,-1,0,42801,0
6367,0,0,-1,0,3000,79,41609,0
6368,0,0,-1,0,3000,79,41610,0
6369,0,0,-1,0,3000,79,41611,0
6370,0,0,-1,0,3000,79,41608,0
6371,0,0,-1,300000,300000,4,41618,0
6372,0,0,-1,300000,300000,4,41617,0
6373,0,0,-1,300000,300000,4,41619,0
6374,0,0,-1,300000,300000,4,41620,0
6375,0,0,12,5000,5000,0,41621,0
6376,0,0,-1,300000,300000,4,41304,0
6377,0,0,-1,300000,300000,4,41306,0
6378,0,0,0,-1,-1,0,41920,0
6379,0,0,0,-1,-1,59,41921,0
6380,0,0,0,-1,-1,0,41943,0
6381,0,0,0,-1,-1,0,41944,0
6382,0,0,0,-1,-1,0,41945,0
6383,0,0,0,-1,-1,0,41946,0
6384,0,0,0,5000,-1,0,41921,0
6385,0,0,-1,300000,300000,30,28495,0
6386,0,0,-1,300000,300000,4,28499,0
6387,0,0,15,5000,5000,0,41985,0
6388,0,0,0,500,-1,0,42118,0
6389,0,0,0,500,-1,0,42132,0
6390,0,0,0,500,-1,0,42114,0
6393,0,0,-1,-1,-1,0,42169,0
6395,0,0,-1,0,1000,11,64056,0
6396,0,0,-1,-1,-1,0,42222,0
6397,0,0,0,-1,-1,0,41920,0
6398,0,0,0,-1,-1,0,41921,0
6399,0,0,0,5000,-1,0,41943,0
6400,0,0,0,5000,-1,0,41944,0
6401,0,0,0,5000,-1,0,41945,0
6402,0,0,0,5000,-1,0,41946,0
6403,0,0,-1,0,1000,11,10256,0
6404,0,0,-1,0,1000,11,10257,0
6405,0,0,-1,0,1000,11,33253,0
6406,0,0,-1,0,1000,11,35271,0
6408,0,0,-1,0,1000,59,44109,0
6409,0,0,-1,0,1000,59,44110,0
6410,0,0,-1,0,1000,59,44107,0
6411,0,0,-1,0,1000,59,44111,0
6412,0,0,-1,0,1000,59,44112,0
6413,0,0,-1,0,1000,59,44113,0
6414,0,0,-1,0,1000,59,44114,0
6415,0,0,-1,0,1000,59,44115,0
6416,0,0,-1,0,1000,59,44116,0
6417,0,1,0,-1,-1,0,42275,0
6418,0,0,-1,0,1000,59,27089,0
6419,0,0,-1,0,1000,11,5004,0
6420,0,0,0,10000,-1,0,42287,0
6421,0,1,0,-1,-1,0,42156,0
6422,0,0,-1,0,1000,11,35270,0
6423,0,0,-1,-1,-1,0,42301,0
6424,0,0,-1,0,1000,11,33258,0
6425,0,0,-1,0,1000,11,42309,0
6426,0,0,-1,-1,-1,0,42323,0
6427,0,0,0,10000,-1,0,42325,0
6428,0,0,-1,-1,-1,0,42338,0
6429,0,0,0,1500,-1,0,42356,0
6430,0,0,0,1500,0,0,42365,0
6431,0,0,-1,1000,-1,0,42383,0
6432,0,0,-1,-1,-1,0,42390,0
6433,0,0,-1,10000,-1,0,42391,0
6434,0,0,0,1500,-1,0,42411,0
6435,0,0,0,1500,-1,0,42418,0
6436,0,0,-1,300000,300000,30,67486,0
6437,0,0,-1,300000,300000,4,67487,0
6438,0,0,0,60000,-1,0,42425,0
6439,0,0,-1,0,-1,0,42436,0
6440,1,5,0,-1,-1,0,42533,0
6441,0,0,0,1000,-1,0,42406,0
6442,0,0,0,1500,-1,0,42452,0
6443,0,0,0,6000,-1,0,42489,0
6444,0,0,0,120000,-1,0,42521,0
6445,0,0,0,10000,-1,0,40969,0
6448,0,0,0,10000,-1,0,40978,0
6475,0,0,0,1000,-1,0,42564,0
6478,0,0,0,300000,-1,0,42644,0
6481,0,0,-1,-1,-1,0,42687,0
6484,0,5,0,-1,-1,0,31694,0
6485,0,0,0,5000,-1,1157,42703,0
6490,0,0,-1,0,1000,11,42760,0
6491,0,0,0,1800000,-1,0,42753,0
6492,0,0,0,2000,-1,0,42769,0
6493,0,0,0,300000,-1,0,42766,0
6494,0,0,-1,-1,3000,330,55884,0
6495,1,6,0,-1,-1,0,42776,0
6496,0,0,-1,-1,3000,330,55884,0
6497,1,6,0,-1,-1,0,42777,0
6498,0,0,-1,1500,-1,0,44436,0
6499,0,0,-1,0,1000,59,43154,0
6500,0,0,-1,0,1000,59,34291,0
6501,0,0,-1,2000,-1,0,42788,0
6502,0,0,-1,0,1000,11,27094,0
6503,0,0,-1,0,1000,11,35270,0
6504,0,0,0,1500,-1,0,42793,0
6505,0,0,0,30000,-1,0,42817,0
6506,0,0,-1,-1,-1,0,42822,0
6507,0,0,0,0,-1,0,42436,0
6508,1,5,0,-1,-1,0,42533,0
6509,0,0,-1,-1,-1,0,42836,0
6510,0,0,0,0,3000,330,42929,0
6513,0,0,0,-1,-1,0,42924,0
6516,0,0,-1,-1,-1,0,42981,0
6517,0,0,0,1000,-1,0,43036,0
6518,0,0,0,5000,-1,0,43042,0
6519,1,0,-3,0,120000,100,5405,0
6520,0,0,0,1000,-1,0,43057,0
6521,0,0,0,1000,-1,0,49634,0
6522,0,0,0,0,5000,1168,43076,0
6523,0,0,0,1000,-1,0,43051,0
6524,0,0,0,5000,-1,0,43089,0
6525,0,0,0,5000,-1,0,43102,0
6526,0,0,0,1000,-1,0,43051,0
6527,0,0,0,1000,-1,0,43036,0
6528,0,0,0,1000,-1,0,43057,0
6529,0,0,0,1000,-1,0,49625,0
6530,0,0,0,5000,-1,0,43089,0
6531,0,0,0,2000,0,1170,43115,0
6533,0,0,-1,-1,-1,0,43214,0
6534,0,0,0,1000,-1,0,43157,0
6535,0,0,0,5000,-1,0,43172,0
6536,0,0,0,1000,-1,0,43210,0
6537,0,0,-1,0,1000,11,43180,0
6538,0,0,-1,0,1000,59,43182,0
6539,0,0,-1,0,1000,59,43183,0
6540,0,0,-1,300000,300000,30,43185,0
6541,0,0,-1,300000,300000,4,43186,0
6542,0,0,-1,0,1000,11,43180,0
6543,0,0,0,-1,-1,0,43189,0
6544,0,0,-1,0,1000,11,43180,0
6545,0,0,-1,0,1000,11,43180,0
6546,0,0,-1,0,1000,11,43180,0
6547,0,0,-1,1000,-1,0,43194,0
6548,0,0,-1,1000,-1,0,43195,0
6549,0,0,-1,1000,-1,0,43196,0
6550,0,0,-1,1000,-1,0,43197,0
6551,0,0,-1,1000,-1,0,43198,0
6552,0,0,-1,1000,-1,0,43199,0
6553,0,0,0,-1,-1,0,43233,0
6554,0,1,0,-1,-1,0,43827,0
6555,0,0,-1,-1,-1,0,43209,0
6556,0,0,0,20000,-1,0,43232,0
6557,0,0,0,-1,-1,0,43286,0
6558,0,0,0,15000,0,0,43178,0
6559,0,0,-1,0,0,0,59926,0
6560,0,0,0,10000,-1,0,43315,0
6561,0,0,0,-1,-1,0,43333,0
6562,0,0,0,-1,-1,0,49624,0
6563,0,0,0,15000,-1,0,43354,0
6564,0,0,0,30000,-1,0,43392,0
6565,0,0,0,-1,-1,0,43373,0
6566,0,0,0,-1,-1,0,43375,0
6567,0,0,0,-1,-1,0,43375,0
6568,0,0,0,5000,-1,0,43369,0
6569,0,0,0,-1,-1,0,43381,0
6572,0,0,0,1000,-1,0,43386,0
6573,0,0,0,1000,-1,0,43403,0
6574,0,0,0,-1,-1,0,42786,0
6575,1,1,0,-1,-1,0,28539,0
6576,1,1,0,-1,-1,0,61252,0
6577,0,1,0,-1,-1,0,95677,0
6578,0,1,0,-1,-1,0,95677,0
6579,1,1,0,-1,-1,0,96148,0
6580,1,1,0,-1,-1,0,38522,0
6581,1,1,0,-1,-1,0,61249,0
6582,0,1,0,-1,-1,0,32973,0
6583,0,1,0,-1,-1,0,32973,0
6584,0,1,0,-1,-1,0,44297,0
6585,1,1,0,-1,-1,0,38522,0
6586,0,1,0,-1,-1,0,22778,0
6587,0,1,0,-1,-1,0,32973,0
6588,0,1,0,-1,-1,0,44297,0
6589,1,1,0,-1,-1,0,44300,0
6590,0,1,0,-1,-1,0,44301,0
6591,1,1,0,-1,-1,0,96148,0
6592,0,0,0,-1,-1,0,43466,0
6593,0,0,0,-1,-1,0,43490,0
6594,0,0,0,-1,-1,0,43490,0
6595,0,0,0,-1,-1,0,43490,0
6598,0,0,-1,-1,-1,0,43521,0
6601,0,0,0,300000,-1,0,49859,0
6602,0,5,0,-1,-1,0,44066,0
6603,0,0,0,10000,-1,0,43666,0
6604,0,0,0,30000,-1,0,43873,0
6605,0,0,-1,-1,3000,330,55884,0
6606,1,6,0,-1,-1,0,43688,0
6607,0,0,-1,-1,-1,0,55884,0
6608,1,6,0,-1,-1,0,43697,0
6609,0,0,-1,-1,-1,0,55884,0
6610,1,6,0,-1,-1,0,43698,0
6611,0,0,0,60000,-1,0,43692,0
6614,0,0,-1,0,1000,11,43706,0
6615,1,0,0,120000,20000,1141,43710,0
6616,1,0,0,120000,20000,1141,43712,0
6617,0,0,0,120000,-1,0,43713,0
6618,1,0,0,120000,20000,1141,43716,0
6619,1,0,0,180000,180000,1190,44055,0
6620,0,0,-1,-1,-1,0,43718,0
6621,0,0,-1,-1,-1,0,43724,0
6622,0,0,0,-1,-1,0,43723,0
6623,0,0,-1,0,0,150,43732,0
6624,0,0,-1,0,1000,11,43730,0
6625,0,0,-1,0,1000,11,33253,0
6632,0,0,-1,0,1000,11,43763,0
6635,0,0,-1,0,1000,11,65247,0
6638,0,0,-1,-1,-1,11,43777,0
6641,0,0,0,1800000,-1,0,43808,0
6642,0,0,-1,0,1000,59,11009,0
6643,0,0,-1,0,0,0,43816,0
6644,0,0,-1,0,0,0,43818,0
6645,0,0,-1,0,0,0,43820,0
6646,0,0,-1,0,0,0,43822,0
6647,0,0,-1,300000,300000,30,28495,0
6648,0,0,-1,300000,300000,4,28499,0
6651,0,0,-1,0,1000,59,43864,0
6652,0,0,0,1000,-1,0,50133,0
6653,0,0,-1,-1,3000,330,55884,0
6654,1,6,0,-1,-1,0,43899,0
6657,0,0,-1,-1,-1,0,55884,0
6658,1,6,0,-1,-1,0,43918,0
6659,0,0,-1,-1,3000,330,55884,0
6660,1,6,0,-1,-1,0,43927,0
6661,0,0,0,-1,1000,0,97026,0
6662,0,0,0,-1,1000,0,97033,0
6663,0,0,0,-1,1000,0,97030,0
6664,0,0,0,-1,1000,0,97034,0
6665,0,1,0,-1,-1,0,43944,0
6666,0,0,0,-1,-1,0,43955,0
6667,0,0,-1,0,1000,59,44107,0
6668,0,0,-1,0,1000,59,44109,0
6669,0,0,-1,0,1000,59,44110,0
6670,0,0,-1,0,1000,59,44111,0
6671,0,0,-1,0,1000,59,44112,0
6672,0,0,-1,0,1000,59,44113,0
6673,0,0,0,-1,-1,0,43973,0
6674,0,0,0,-1,-1,0,43972,0
6675,0,0,0,-1,-1,0,43969,0
6676,0,0,0,600000,60000,94,43995,0
6677,0,0,0,0,30000,1164,50331,0
6678,0,5,0,-1,-1,0,44021,0
6682,1,0,0,180000,180000,1190,44055,0
6683,1,0,0,180000,180000,1190,44055,0
6684,0,0,0,0,60000,1167,44117,0
6685,0,0,-1,1000,0,0,61755,0
6686,0,0,-1,1000,-1,0,44122,0
6687,0,0,-1,1000,-1,0,44123,0
6692,0,0,-1,0,1000,11,44166,0
6693,0,0,-1,0,1000,11,5006,0
6694,0,0,-1,0,1000,11,5007,0
6695,0,0,-1,0,1000,11,5005,0
6696,0,0,-1,1500,-1,0,44212,0
6697,0,0,-3,6000,-1,0,44235,0
6698,0,5,0,-1,-1,0,44245,0
6699,0,0,0,-1,-1,0,44002,0
6700,0,1,0,-1,-1,0,50002,0
6701,0,0,-1,5000,-1,0,50165,0
6702,0,0,-1,-1,3000,330,55884,0
6703,1,6,0,-1,-1,0,44744,0
6704,0,0,0,60000,60000,0,44018,0
6707,0,0,0,0,15000,1167,44323,0
6708,0,0,-1,0,600000,1193,44389,0
6711,0,0,0,0,15000,1167,44407,0
6712,0,0,0,0,15000,1167,50019,0
6713,0,0,-1,0,1000,11,57287,0
6716,0,0,-1,1000,-1,0,44454,0
6719,0,0,-1,0,3000,79,44467,0
6720,0,0,0,3600000,1000,59,44540,0
6721,0,0,0,-1,3000,330,44655,0
6729,0,0,0,-1,-1,0,44740,0
6730,1,0,0,180000,180000,1190,44055,0
6731,1,0,0,180000,180000,1190,44055,0
6740,0,0,-1,30000,-1,0,44755,0
6741,0,0,-1,1000,-1,0,44769,0
6742,0,1,0,-1,-1,0,27867,0
6743,0,0,-1,-1,-1,0,44856,0
6747,0,0,0,1500,-1,0,44879,0
6748,0,0,-1,-1,-1,24,44881,0
6749,0,0,0,5000,-1,0,44937,0
6750,0,0,-1,1000,-1,0,45153,0
6751,0,0,0,0,60000,1167,44942,0
6758,0,0,-1,1000,-1,0,44968,0
6759,3,1,0,-1,-1,0,46699,0
6760,0,0,-1,-1,-1,0,44969,0
6761,3,0,0,3000,-1,0,12883,0
6762,2,0,0,3000,-1,0,12883,0
6763,3,0,0,3000,-1,0,12883,0
6764,3,0,0,3000,-1,0,12883,0
6765,2,0,0,3000,-1,0,12883,0
6766,0,0,0,2000,2000,0,44997,0
6767,0,0,-1,0,1000,11,35271,0
6768,0,0,-1,0,1000,59,45020,0
6769,0,0,-1,0,1000,59,45019,0
6772,0,0,0,60000,60000,1139,45030,0
6773,0,0,0,20000,20000,1140,45038,0
6774,0,0,-1,-1,-1,0,55884,0
6775,1,6,0,-1,-1,0,54187,0
6776,0,1,0,-1,-1,0,45355,0
6777,0,0,0,300000,-1,0,45049,0
6778,0,0,0,90000,15000,1141,45042,0
6779,2,0,0,300000,-1,0,45052,0
6780,0,0,-1,300000,300000,4,45051,0
6781,0,1,0,-1,-1,0,45054,0
6784,0,1,0,-1,-1,0,45354,0
6785,0,1,0,-1,-1,0,45057,0
6786,0,0,0,1000,0,1170,45072,0
6787,0,0,-1,-1,-1,0,45137,0
6788,0,0,-1,-1,-1,0,55884,0
6789,1,6,0,-1,-1,0,45082,0
6790,0,0,0,180000,-1,0,45094,0
6793,0,0,-1,-1,-1,0,45109,0
6794,0,0,0,1000,0,1170,45115,0
6797,0,0,-1,-1,-1,0,55884,0
6798,1,6,0,-1,-1,0,45125,0
6799,0,0,-1,-1,-1,0,55884,0
6800,1,6,0,-1,-1,0,45127,0
6801,0,0,-1,1000,-1,0,45129,0
6802,0,0,0,30000,-1,0,45136,0
6803,0,0,-1,-1,-1,0,45133,0
6804,0,0,-5,5000,-1,0,45131,0
6805,0,0,0,30000,-1,0,45135,0
6806,0,0,-1,-1,-1,0,45149,0
6807,0,0,-1,-1,-1,0,55884,0
6808,1,6,0,-1,-1,0,45174,0
6809,0,0,-1,-1,-1,0,55884,0
6810,1,6,0,-1,-1,0,45175,0
6811,0,0,0,-1,-1,0,45191,0
6812,0,0,-1,-1,-1,0,55884,0
6813,1,6,0,-1,-1,0,10696,0
6814,0,0,-1,0,3000,79,45373,0
6815,0,0,-5,1000,-1,0,45395,0
6816,0,0,-5,1000,-1,0,45397,0
6817,1,0,0,180000,180000,1190,44055,0
6818,1,0,0,180000,180000,1190,44055,0
6819,1,0,0,180000,180000,1190,44055,0
6820,1,0,0,180000,180000,1190,44055,0
6821,1,0,0,180000,180000,1190,44055,0
6822,0,0,-1,-1,-1,0,45274,0
6823,0,0,-1,100,-1,0,45819,0
6824,0,0,0,-1,-1,0,45278,0
6825,0,0,0,0,10000,1167,45323,0
6826,0,0,0,30000,-1,0,45257,0
6827,0,0,-1,-1,-1,0,45385,0
6828,0,0,0,-1,-1,0,45414,0
6829,2,1,0,-1,-1,0,45484,0
6830,1,1,0,-1,-1,0,45481,0
6831,1,1,0,-1,-1,0,45482,0
6832,0,1,0,-1,-1,0,45483,0
6834,0,0,-1,30000,-1,0,45417,0
6836,0,0,0,180000,-1,0,45426,0
6837,0,0,0,-1,-1,0,45441,0
6840,0,0,0,-1,-1,0,45611,0
6841,0,0,0,1000,-1,0,45474,0
6842,0,0,0,0,10000,1167,45503,0
6843,0,0,-1,-1,-1,0,45504,0
6844,0,0,0,30000,-1,0,45536,0
6845,0,0,-1,0,1000,150,45543,0
6846,0,0,-1,0,1000,150,45544,0
6847,0,0,-1,0,1000,11,45548,0
6848,0,0,-1,0,1000,11,57110,0
6849,0,0,-1,0,1000,11,57138,0
6850,0,0,-1,0,1000,11,57285,0
6851,0,0,-1,0,1000,11,57287,0
6852,0,0,-1,0,1000,11,57289,0
6853,0,0,-1,0,1000,11,57301,0
6854,0,0,-1,0,1000,11,57324,0
6855,0,0,-1,0,1000,11,57326,0
6856,0,0,-1,0,1000,11,57328,0
6857,0,0,-1,0,1000,11,57331,0
6858,0,0,-1,0,1000,11,57333,0
6859,0,0,-1,0,1000,11,57070,0
6860,0,0,-1,0,1000,11,57070,0
6861,0,0,-1,0,1000,11,57070,0
6862,0,0,-1,0,1000,11,57085,0
6863,0,0,-1,0,1000,11,57096,0
6864,0,0,-1,0,1000,11,57098,0
6865,0,0,-1,0,1000,11,57106,0
6866,0,0,-1,0,1000,11,57335,0
6867,0,0,-1,0,1000,11,57341,0
6868,0,0,-1,0,1000,11,57343,0
6869,0,0,-1,0,1000,11,57344,0
6870,0,0,-1,-1,-1,0,45583,0
6871,0,0,0,30000,30000,0,45594,0
6872,0,0,-1,0,1000,11,44166,0
6873,0,0,0,10000,10000,0,45606,0
6874,0,1,0,-1,-1,0,45614,0
6875,0,0,0,10000,-1,0,45653,0
6876,0,0,0,6000,-1,0,45634,0
6877,0,0,0,5000,-1,0,51912,0
6878,0,0,0,0,5000,1167,45692,0
6879,0,0,-1,-1,-1,0,45694,0
6880,0,0,0,5000,-1,0,46747,0
6883,0,0,-1,-1,-1,0,45697,0
6884,0,0,0,0,30000,1170,45703,0
6885,4,0,0,3000,-1,0,12883,0
6886,0,0,-1,1500,-1,0,45729,0
6887,0,0,-1,-1,-1,0,45731,0
6888,0,0,0,1000,-1,0,45732,0
6889,0,0,-1,5000,-1,0,45742,0
6890,0,0,0,5000,-1,0,45759,0
6893,0,0,0,7000,-1,0,45780,0
6894,0,0,-1,-1,-1,0,45807,0
6895,0,0,0,5000,-1,0,45834,0
6896,0,0,0,5000,-1,0,45835,0
6897,0,0,0,-1,-1,0,45853,0
6898,0,0,0,0,10000,1167,45875,0
6901,0,0,0,-1,-1,0,45933,0
6902,0,0,0,-1,-1,0,45932,0
6903,0,0,0,-1,-1,0,45942,0
6904,0,0,0,0,100000,1167,45958,0
6905,0,0,0,5000,-1,0,45980,0
6906,0,0,0,15000,-1,0,45990,0
6907,0,0,-1,-1,-1,0,45995,0
6908,0,0,0,0,10000,1167,46010,0
6909,0,0,0,15000,-1,0,46017,0
6910,1,1,0,-1,-1,0,28539,0
6911,1,1,0,-1,-1,0,61252,0
6912,0,1,0,-1,-1,0,95677,0
6913,0,1,0,-1,-1,0,95677,0
6914,1,1,0,-1,-1,0,96148,0
6915,1,1,0,-1,-1,0,38522,0
6916,1,1,0,-1,-1,0,61249,0
6917,0,1,0,-1,-1,0,32973,0
6918,0,1,0,-1,-1,0,32973,0
6919,0,1,0,-1,-1,0,44297,0
6920,1,1,0,-1,-1,0,38522,0
6921,0,1,0,-1,-1,0,22778,0
6922,0,1,0,-1,-1,0,32973,0
6923,0,1,0,-1,-1,0,44297,0
6924,1,1,0,-1,-1,0,44300,0
6925,0,1,0,-1,-1,0,44301,0
6926,1,1,0,-1,-1,0,96148,0
6927,0,0,0,5000,-1,0,46023,0
6928,0,0,0,15000,-1,0,53326,0
6929,0,0,0,30000,-1,0,46078,0
6930,0,0,0,0,15000,391,46085,0
6931,4,0,0,3000,-1,0,12883,0
6932,4,0,0,3000,-1,0,12883,0
6933,3,0,0,3000,-1,0,12883,0
6934,4,0,0,3000,-1,0,12883,0
6935,3,0,0,3000,-1,0,12883,0
7002,0,0,-1,1000,-1,0,46168,0
7003,0,0,0,15000,-1,0,46171,0
7004,0,0,-1,-1,3000,330,55884,0
7005,1,6,0,-1,-1,0,46197,0
7006,0,0,-1,-1,3000,330,55884,0
7007,1,6,0,-1,-1,0,46199,0
7008,0,0,0,30000,-1,0,46203,0
7009,0,0,0,0,15000,391,46201,0
7010,0,0,-1,20000,20000,1140,46149,0
7013,0,0,0,-1000,-1,0,46337,0
7014,0,0,-1,-1,-1,0,483,0
7015,1,6,0,-1,-1,0,39728,0
7018,0,0,-1,-1,-1,0,483,0
7019,1,6,0,-1,-1,0,39736,0
7020,0,0,-1,-1,-1,0,483,0
7021,1,6,0,-1,-1,0,39741,0
7028,0,0,-1,-1,-1,0,483,0
7029,1,6,0,-1,-1,0,39706,0
7038,0,0,-1,-1,-1,0,483,0
7039,1,6,0,-1,-1,0,39711,0
7048,0,0,-1,-1,-1,0,483,0
7049,1,6,0,-1,-1,0,39711,0
7050,0,0,-1,-1,-1,0,483,0
7051,1,6,0,-1,-1,0,39720,0
7052,0,0,-1,-1,-1,0,483,0
7053,1,6,0,-1,-1,0,39721,0
7060,0,0,-1,-1,-1,0,483,0
7061,1,6,0,-1,-1,0,39713,0
7062,0,0,-1,-1,-1,0,483,0
7063,1,6,0,-1,-1,0,39716,0
7074,0,0,-1,-1,-1,0,483,0
7075,1,6,0,-1,-1,0,47055,0
7082,0,0,0,60000,-1,0,46338,0
7085,0,0,0,1800000,0,0,160331,0
7086,0,0,0,20000,-1,0,46361,0
7087,0,0,0,30000,-1,0,46379,0
7088,0,0,-1,0,1000,11,35270,0
7089,0,0,-1,300000,300000,4,2023,0
7090,0,0,-1,-1,-1,0,46387,0
7091,0,0,0,10000,0,0,46368,0
7116,0,0,-1,-1,-1,0,483,0
7117,1,6,0,-1,-1,0,31085,0
7134,1,0,0,180000,180000,1190,44055,0
7135,1,0,0,180000,180000,1190,44055,0
7136,0,1,0,-1,-1,0,95677,0
7137,0,1,0,-1,-1,0,23044,0
7138,0,1,0,-1,-1,0,23044,0
7139,0,1,0,-1,-1,0,33066,0
7140,0,0,-1,-1,-1,0,55884,0
7141,1,6,0,-1,-1,0,46425,0
7142,0,0,-1,-1,-1,0,55884,0
7143,1,6,0,-1,-1,0,46426,0
7144,0,0,0,20000,-1,0,46432,0
7145,1,1,0,-1,-1,0,96148,0
7146,1,1,0,-1,-1,0,96148,0
7147,1,1,0,-1,-1,0,61249,0
7148,1,1,0,-1,-1,0,96148,0
7149,1,1,0,-1,-1,0,28539,0
7150,0,1,0,-1,-1,0,32973,0
7151,0,1,0,-1,-1,0,32973,0
7152,0,1,0,-1,-1,0,32973,0
7153,0,0,-1,1000,-1,0,27977,0
7154,0,0,-1,1000,-1,0,27971,0
7155,0,0,-1,1000,-1,0,34008,0
7156,0,0,-1,1000,-1,0,34007,0
7157,0,0,-1,1000,-1,0,27951,0
7158,0,0,0,5000,-1,0,46485,0
7159,1,1,0,-1,-1,0,23300,0
7160,0,1,0,-1,-1,0,22778,0
7161,1,1,0,-1,-1,0,23300,0
7162,0,0,-1,1000,-1,0,27950,0
7163,0,0,-1,1000,-1,0,27954,0
7164,0,0,-1,1000,-1,0,27948,0
7165,0,0,-1,1000,-1,0,27899,0
7166,0,0,-1,1000,-1,0,27914,0
7167,0,0,-1,1000,-1,0,27906,0
7168,0,0,-1,1000,-1,0,34001,0
7169,0,0,-1,1000,-1,0,27913,0
7170,0,0,-1,1000,-1,0,27917,0
7171,0,0,-1,1000,-1,0,27905,0
7172,0,0,-1,1000,-1,0,27911,0
7173,0,0,-1,1000,-1,0,27957,0
7174,0,0,-1,1000,-1,0,27960,0
7175,0,0,-1,1000,-1,0,33992,0
7176,0,0,-1,1000,-1,0,33990,0
7177,0,0,-1,1000,-1,0,34004,0
7178,0,0,-1,1000,-1,0,34003,0
7179,0,0,-1,1000,-1,0,27961,0
7180,0,0,-1,1000,-1,0,33996,0
7181,0,0,-1,1000,-1,0,33993,0
7182,0,0,-1,1000,-1,0,33999,0
7183,0,0,-1,1000,-1,0,33997,0
7184,0,0,-1,1000,-1,0,33995,0
7185,0,0,-1,1000,-1,0,33994,0
7186,0,0,-1,1000,-1,0,27924,0
7187,0,0,-1,1000,-1,0,27927,0
7188,0,0,-1,1000,-1,0,27920,0
7189,0,0,-1,1000,-1,0,27945,0
7190,0,0,-1,1000,-1,0,34009,0
