ID,Description_lang,Reward_lang,Title_lang
5064,Defeat Asaad in the Vortex Pinnacle on Heroic Difficulty.,,Heroic: The Vortex Pinnacle
5065,Defeat Rajh in Halls of Origination on Heroic Difficulty.,,Heroic: Halls of Origination
5066,"Defeat Siamat, Lord of the South Wind in the Lost City of the Tol'vir on Heroic Difficulty.",,Heroic: Lost City of the Tol'vir
5067,Defeat the leaders of Hellfire Ramparts on Heroic Difficulty while in a guild group.,,Heroic: Hellfire Ramparts Guild Run
5068,Defeat Keli'dan the Breaker on Heroic Difficulty while in a guild group.,,Heroic: The Blood Furnace Guild Run
5069,Defeat Quagmirran on Heroic Difficulty while in a guild group.,,Heroic: The Slave Pens Guild Run
5070,Defeat The Black Stalker on Heroic Difficulty while in a guild group.,,Heroic: Underbog Guild Run
5071,Defeat Nexus-Prince Shaffar on Heroic Difficulty while in a guild group.,,Heroic: Mana-Tombs Guild Run
5072,Defeat Exarch Maladaar on Heroic Difficulty while in a guild group.,,Heroic: Auchenai Crypts Guild Run
5073,Defeat Epoch Hunter on Heroic Difficulty while in a guild group.,,Heroic: The Escape From Durnholde Guild Run
5074,Defeat Talon King Ikiss on Heroic Difficulty while in a guild group.,,Heroic: Sethekk Halls Guild Run
5075,Defeat Murmur on Heroic Difficulty while in a guild group.,,Heroic: Shadow Labyrinth Guild Run
5076,Defeat Aeonus on Heroic Difficulty while in a guild group.,,Heroic: Opening of the Dark Portal Guild Run
5077,Defeat Warlord Kalithresh on Heroic Difficulty while in a guild group.,,Heroic: The Steamvault Guild Run
5078,Defeat Warchief Kargath Bladefist on Heroic Difficulty while in a guild group.,,Heroic: The Shattered Halls Guild Run
5079,Defeat Pathaleon the Calculator on Heroic Difficulty while in a guild group.,,Heroic: The Mechanar Guild Run
5080,Defeat Warp Splinter on Heroic Difficulty while in a guild group.,,Heroic: The Botanica Guild Run
5081,Defeat Harbinger Skyriss on Heroic Difficulty while in a guild group.,,Heroic: The Arcatraz Guild Run
5082,Defeat Kael'thas Sunstrider on Heroic Difficulty while in a guild group.,,Heroic: Magister's Terrace Guild Run
5083,Defeat Vanessa VanCleef in Deadmines on Heroic Difficulty.,,Heroic: Deadmines
5084,Defeat Prince Malchezaar in Karazhan while in a guild group.,,Karazhan Guild Run
5086,Defeat Gruul the Dragonkiller in Gruul's Lair while in a guild group.,,Gruul's Lair Guild Run
5087,Defeat Magtheridon in Magtheridon's Lair while in a guild group.,,Magtheridon's Lair Guild Run
5088,Defeat Lady Vashj in Serpentshrine Cavern while in a guild group.,,Serpentshrine Cavern Guild Run
5089,Defeat Kael'thas Sunstrider in Tempest Keep while in a guild group.,,Tempest Keep Guild Run
5090,Defeat Archimonde in The Battle for Mount Hyjal while in a guild group.,,The Battle for Mount Hyjal Guild Run
5091,Defeat Illidan Stormrage in The Black Temple while in a guild group.,,The Black Temple Guild Run
5092,Defeat Kil'jaeden in Sunwell Plateau while in a guild group.,,Sunwell Plateau Guild Run
5093,Defeat Lord Godfrey in Shadowfang Keep on Heroic Difficulty.,,Heroic: Shadowfang Keep
5094,Defeat Magmaw in Blackwing Descent on Heroic Difficulty.,,Heroic: Magmaw
5095,Defeat Ingvar the Plunderer on Heroic Difficulty while in a guild group.,,Heroic: Utgarde Keep Guild Run
5096,Defeat Keristrasza on Heroic Difficulty while in a guild group.,,Heroic: The Nexus Guild Run
5097,Defeat Anub'arak on Heroic Difficulty while in a guild group.,,Heroic: Azjol-Nerub Guild Run
5098,Defeat Herald Volazj on Heroic Difficulty while in a guild group.,,Heroic: Ahn'kahet: The Old Kingdom Guild Run
5099,Defeat The Prophet Tharon'ja on Heroic Difficulty while in a guild group.,,Heroic: Drak'Tharon Keep Guild Run
5100,Defeat Cyanigosa in The Violet Hold on Heroic Difficulty while in a guild group.,,Heroic: The Violet Hold Guild Run
5101,Defeat Gal'darah on Heroic Difficulty while in a guild group.,,Heroic: Gundrak Guild Run
5102,Defeat The Tribunal of Ages the Halls of Stone on Heroic Difficulty while in a guild group.,,Heroic: Halls of Stone Guild Run
5103,Defeat Loken on Heroic Difficulty while in a guild group.,,Heroic: Halls of Lightning Guild Run
5104,Defeat Ley-Guardian Eregos on Heroic Difficulty while in a guild group.,,Heroic: The Oculus Guild Run
5105,Defeat King Ymiron on Heroic Difficulty while in a guild group.,,Heroic: Utgarde Pinnacle Guild Run
5106,Defeat Mal'Ganis on Heroic Difficulty while in a guild group.,,Heroic: The Culling of Stratholme Guild Run
5107,Defeat the Omnotron Defense System in Blackwing Descent on Heroic Difficulty.,,Heroic: Omnotron Defense System
5108,Defeat Maloriak in Blackwing Descent on Heroic Difficulty.,,Heroic: Maloriak
5109,Defeat Atramedes in Blackwing Descent on Heroic Difficulty.,,Heroic: Atramedes
5110,Defeat The Black Knight in the Trial of the Champion on Heroic Difficulty while in a guild group.,,Heroic: Trial of the Champion Guild Run
5111,Defeat The Black Knight in the Trial of the Champion on Heroic Difficulty while in a guild group.,,Heroic: Trial of the Champion Guild Run
5112,Defeat the Devourer of Souls in The Forge of Souls on Heroic difficulty while in a guild group.,,Heroic: The Forge of Souls Guild Run
5113,Defeat Scourgelord Tyrannus and Rimefang in The Pit of Saron on Heroic difficulty while in a guild group.,,Heroic: The Pit of Saron Guild Run
5114,Survive the encounter with the Lich King on Heroic difficulty while in a guild group.,,Heroic: The Halls of Reflection Guild Run
5115,Defeat Chimaeron in Blackwing Descent on Heroic Difficulty.,,Heroic: Chimaeron
5116,Defeat Nefarian in Blackwing Descent on Heroic Difficulty.,Title Reward: Blackwing's Bane,Heroic: Nefarian
5117,Defeat Valiona and Theralion in the Bastion of Twilight on Heroic Difficulty.,,Heroic: Valiona and Theralion
5118,Defeat Halfus Wyrmbreaker in the Bastion of Twilight on Heroic Difficulty.,,Heroic: Halfus Wyrmbreaker
5119,Defeat the Ascendant Council in the Bastion of Twilight on Heroic Difficulty.,,Heroic: Ascendant Council
5120,Defeat Cho'gall in the Bastion of Twilight on Heroic Difficulty.,,Heroic: Cho'gall
5121,Defeat Sinestra in the Bastion of Twilight on Heroic Difficulty.,Title Reward: Dragonslayer,Heroic: Sinestra
5122,Defeat the Conclave of Wind in the Throne of the Four Winds on Heroic Difficulty.,,Heroic: Conclave of Wind
5123,Defeat Al'Akir in the Throne of the Four Winds on Heroic Difficulty.,Title Reward: Of the Four Winds,Heroic: Al'Akir
5124,Complete the heroic Northrend dungeon achievements listed below while in a guild group.,,Guild Northrend Dungeon Hero
5126,Earn Exalted with the dungeon reputations listed below.,,Dungeon Diplomat
5127,Earn Exalted with the raid reputations listed below.,,Raid Representation
5128,Earn Exalted reputation with the classic battlegrounds listed below.,,Classic Battles
5129,Raise 25 reputations to Exalted.,,Ambassadors
5130,Raise 15 reputations to Exalted.,,Diplomacy
5131,Earn Exalted reputation with the classic battlegrounds listed below.,,Classic Battles
5132,Win a rated battleground while in a guild group.,,Call of Duty
5134,Defeat Ascendant Lord Obsidius on Heroic difficulty while in a guild group.,,Heroic: Blackrock Caverns Guild Run
5135,Defeat Ozumat in Throne of the Tides on Heroic difficulty while in a guild group.,,Heroic: Throne of the Tides Guild Run
5136,Defeat High Priestess Azil in the Stonecore on Heroic difficulty while in a guild group.,,Heroic: The Stonecore Guild Run
5137,Defeat Asaad in the Vortex Pinnacle on Heroic difficulty while in a guild group.,,Heroic: The Vortex Pinnacle Guild Run
5138,Defeat Erudax in Grim Batol on Heroic difficulty while in a guild group.,,Heroic: Grim Batol Guild Run
5139,Defeat Rajh in Halls of Origination on Heroic difficulty while in a guild group.,,Heroic: Halls of Origination Guild Run
5140,"Defeat Siamat, Lord of the South Wind in the Lost City of the Tol'vir in Heroic difficulty while in a guild group.",,Heroic: Lost City of the Tol'vir Guild Run
5141,Defeat Vanessa VanCleef in Deadmines on Heroic difficulty while in a guild group.,,Heroic: Deadmines Guild Run
5142,Defeat Lord Godfrey in Shadowfang Keep on Heroic difficulty while in a guild group.,,Heroic: Shadowfang Keep Guild Run
5143,Complete the heroic Cataclysm dungeon achievements listed below while in a guild group.,Reward: Standard of Unity,Guild Cataclysm Dungeon Hero
5144,"Kill 50,000 critters",Reward: Armadillo Pup,Critter Kill Squad
5145,Earn Exalted with the dungeon reputations listed below.,,Dungeon Diplomat
5151,Reach max level on each of the Human classes listed below.,,Classy Humans
5152,Complete the classy achievements listed below.,Reward: Guild Vault Voucher (8th Tab),Stay Classy
5153,Reach max level on each of the Night Elf classes listed below.,,Classy Night Elves
5154,Reach max level on each of the Gnome classes listed below.,,Classy Gnomes
5155,Reach max level on each of the Dwarven classes listed below.,,Classy Dwarves
5156,Reach max level on each of the Draenei classes listed below.,,Classy Draenei
5157,Reach max level on each of the Worgen classes listed below.,,Classy Worgen
5158,Complete the classy achievements listed below.,Reward: Guild Vault Voucher (8th Tab),Stay Classy
5159,"Get 100,000 honorable kills.",,Kill Squad
5160,Reach max level on each of the Orc classes listed below.,,Classy Orcs
5161,Reach max level on each of the Tauren classes listed below.,,Classy Tauren
5162,Reach max level on each of the Troll classes listed below.,,Classy Trolls
5163,Reach max level on each of the Blood Elf classes listed below.,,Classy Blood Elves
5164,Reach max level on each of the Undead classes listed below.,,Classy Undead
5165,Reach max level on each of the Goblin classes listed below.,,Classy Goblins
5166,Win 100 rated Arathi Basin matches while controlling all 5 flags in a guild group.,,5-Cap Crew
5167,Get an honorable kill on a level 35 or greater Orc of each of the classes listed below.,,Orc Slayer
5168,Get an honorable kill on a level 35 or greater Tauren of each of the classes listed below.,,Tauren Slayer
5169,Get an honorable kill on a level 35 or greater Undead of each of the classes listed below.,,Undead Slayer
5170,Get an honorable kill on a level 35 or greater Troll of each of the classes listed below.,,Troll Slayer
5171,Get an honorable kill on a level 35 or greater Blood Elf of each of the classes listed below.,,Blood Elf Slayer
5172,Get an honorable kill on a level 35 or greater Goblin of each of the classes listed below.,,Goblin Slayer
5173,Get an honorable kill on a level 35 or greater Human of each of the classes listed below.,,Human Slayer
5174,Get an honorable kill on a level 35 or greater Night Elf of each of the classes listed below.,,Night Elf Slayer
5175,Get an honorable kill on a level 35 or greater Dwarf of each of the classes listed below.,,Dwarf Slayer
5176,Get an honorable kill on a level 35 or greater Gnome of each of the classes listed below.,,Gnome Slayer
5177,Get an honorable kill on a level 35 or greater Draenei of each of the classes listed below.,,Draenei Slayer
5178,Get an honorable kill on a level 35 or greater Worgen of each of the classes listed below.,,Worgen Slayer
5179,Complete the slayer achievements listed below.,Reward: Guild Page,Alliance Slayer
5180,Learn the Master Riding skill.,,Breaking the Sound Barrier
5184,"Wielder of Thunderfury, Blessed Blade of the Windseeker.",,"Thunderfury, Blessed Blade of the Windseeker - Guild Edition"
5185,Owner of a set of Warglaives of Azzinoth.,,Warglaives of Azzinoth - Guild Edition
5186,"Owner of Thori'dal, the Stars' Fury.",,"Thori'dal, the Stars' Fury - Guild Edition"
5187,"Owner of Val'anyr, Hammer of Ancient Kings.",,"Val'anyr, Hammer of Ancient Kings - Guild Edition"
5188,Wielder of Shadowmourne.,,Shadowmourne - Guild Edition
5191,Recover the following night elf artifacts that tell the fateful story of Pyramond and Theleste.,,Tragedy in Three Acts
5192,Discover how orc Chieftan Hargal was killed by collecting the following artifacts.,,The Harder they Fall
5193,Discover who slew the dread wyrm Kaldrigos by collecting the following artifacts.,,Blue Streak
5194,Kill 2500 enemy players in any Alliance home city.,,City Attacker
5195,Kill 2500 enemy players in any Horde home city.,,City Attacker
5196,Purchase the 7th guild bank tab.,,Extended Storage
5198,Earn 2000 guild achievement points.,,Now That's an Achievement
5201,"Loot 100,000 gold from creatures.",Reward: Guild Herald,Profit Sharing
5203,"Get 1,000,000 honorable kills.",,Creepjackers
5208,Win 2 Twin Peaks battles.,,Twin Peaking
5209,Complete 100 victories in Twin Peaks.,,Twin Peaks Veteran
5210,Personally carry and capture the flag 2 times in Twin Peaks.,,Two-Timer
5211,Return 50 flags as a defender in Twin Peaks.,,Top Defender
5213,Kill 100 flag carriers in Twin Peaks.,,Soaring Spirits
5214,Kill 100 flag carriers in Twin Peaks.,,Soaring Spirits
5215,Win Twin Peaks with a score of 3 to 0 while also getting at least 1 killing blow.,,Twin Peaks Perfection
5216,Win Twin Peaks in under 7 minutes.,,Peak Speed
5219,"In a single Twin Peaks battle, kill 2 flag carriers before they leave the Wildhammer Stronghold.",,I'm in the White Lodge
5220,"In a single Twin Peaks battle, kill 2 flag carriers before they leave the Dragonmaw Flag Room.",,I'm in the Black Lodge
5221,Grab the flag and capture it in under 75 seconds.,,"Fire, Walk With Me"
5222,Grab the flag and capture it in under 75 seconds.,,"Fire, Walk With Me"
5223,Complete the Twin Peaks achievements listed below.,,Master of Twin Peaks
5226,"In a single Twin Peaks battle, capture and return a total of 9 flags.",,Cloud Nine
5227,"In a single Twin Peaks battle, capture and return a total of 9 flags.",,Cloud Nine
5228,Kill 5 Dwarves in a single Twin Peaks battle.,,Wild Hammering
5229,Kill 5 Orcs in a single Twin Peaks battle.,,Drag a Maw
5230,Perform a roar emote with the flag while under the effect of both a speed power up and the berserking power up.,,Twin Peaks Mountaineer
5231,Win a Twin Peaks battle after being behind by a score of 0 to 2.,,Double Jeopardy
5232,Twin Peaks battles,,Twin Peaks battles
5233,Twin Peaks victories,,Twin Peaks victories
5234,Twin Peaks flags captured,,Twin Peaks flags captured
5235,Twin Peaks flags returned,,Twin Peaks flags returned
5236,Battle for Gilneas battles,,Battle for Gilneas battles
5237,Battle for Gilneas victories,,Battle for Gilneas victories
5239,"Complete 50,000 quests.",,That's a Lot of Quest Text
5240,Win 1000 Rated Battlegrounds while in a guild group.,,Now That's Teamwork
5241,Win 2000 Rated Battlegrounds while in a guild group.,,Stick Together Team
5244,Win 5000 Rated Battlegrounds while in a guild group.,,A Team Effort
5245,Win Battle For Gilneas.,,Battle for Gilneas Victory
5246,Complete 100 victories in the Battle For Gilneas.,,Battle for Gilneas Veteran
5247,Win the Battle For Gilneas with a score of 1500 to 0.,,Battle for Gilneas Perfection
5248,Take 50 flags in the Battle for Gilneas.,,Bustin' Caps to Make It Haps
5249,Assault 2 bases in a single Battle for Gilneas.,,One Two Three You Don't Know About Me
5250,Defend 2 bases in a single Battle for Gilneas.,,Out of the Fog
5251,Come to the defense of a base in the Battle for Gilneas 10 times by recapping the flag.,,Not Your Average PUG'er
5252,Overcome a 500 resource disadvantage in a match of the Battle for Gilneas and claim victory.,,Don't Get Cocky Kid
5253,Win 10 Battles for Gilneas while controlling all 3 flags.,,Full Coverage
5254,Win the Battle for Gilneas in 6 minutes.,,Newbs to Plowshares
5255,Win the Battle for Gilneas by 100 points or less.,,Jugger Not
5256,Assault and Defend a base in a single Battle for Gilneas.,,Battle for Gilneas All-Star
5257,Get 10 honorable kills at each of the bases in a single Battle for Gilneas.,,Battle for Gilneas Assassin
5258,Complete the Battle for Gilneas achievements listed below.,,Master of the Battle for Gilneas
5262,Perform a /gasp emote under the double rainbow in the Battle For Gilneas.,,Double Rainbow
5263,"Kill 100,000 critters",,Crittergeddon
5264,"Complete 30,000 daily quests.",,Daily Driver
5265,"Complete 75,000 daily quests.",,The Daily Grind
5266,Earn a 2400 personal rating in the 3v3 bracket of the arena.,,Three's Company: 2400
5267,Earn a 2700 personal rating in the 3v3 bracket of the arena.,,Three's Company: 2700
5268,Win a rated battleground.,,In Service of the Alliance
5269,Win a rated battleground.,,In Service of the Horde
5273,Win 500 ranked arena matches while in a guild group.,,The Buddy System
5274,"Catch 25,000 fish from fishing pools.",,We're Gonna Need a Bigger Boat
5275,Win 1000 ranked arena matches while in a guild group.,,Killing With Friends
5281,Defeat Rom'ogg Bonecrusher after using his Skullcracker ability to kill 10 Angered Earth elementals in Blackrock Caverns on Heroic Difficulty.,,Crushing Bones and Cracking Skulls
5282,"Allow all three of Corla's zealots to evolve, then defeat Corla after slaying the evolved zealots in Blackrock Caverns on Heroic Difficulty.",,Arrested Development
5283,Defeat Karsh Steelbender after he has reached 15 stacks of Superheated Quicksilver Armor in Blackrock Caverns on Heroic Difficulty.,,Too Hot to Handle
5284,Defeat Ascendant Lord Obsidius without any party member reaching 4 stacks of Crepuscular Veil in Blackrock Caverns on Heroic Difficulty.,,Ascendant Descending
5285,Get Lady Naz'jar to kill one of her minions with her Geyser ability in Throne of the Tides on Heroic Difficulty.,,Old Faithful
5286,Defeat an Unyielding Behemoth while you have the Tidal Surge effect during the Ozumat encounter in Throne of the Tides on Heroic Difficulty.,,Prince of Tides
5287,Defeat 60 Disciples within 10 seconds during the High Priestess Azil encounter in the Stonecore on Heroic Difficulty.,,Rotten to the Core
5288,Completely avoid the Static Cling effect during the Asaad encounter in the Vortex Pinnacle on Heroic Difficulty.,,No Static at All
5289,Collect 5 Golden Orbs in a single visit to the Vortex Pinnacle on Heroic Difficulty.,,Extra Credit Bonus Stage
5290,Defeat 3 Burning Souls during the High Prophet Barim encounter in Lost City of the Tol'vir on Heroic Difficulty.,,Kill It With Fire!
5291,Defeat 20 Frenzied Crocolisks within 10 seconds during the Lockmaw encounter in the Lost City of the Tol'vir on Heroic Difficulty.,,Acrocalypse Now
5292,"Defeat Siamat, Lord of the South Wind, with 3 stacks of Lightning Charge in Lost City of the Tol'vir on Heroic Difficulty.",,Headed South
5293,Defeat Temple Guardian Anhuur without allowing him to sing Reverberating Hymn for more than 15 seconds in Halls of Origination on Heroic Difficulty.,,I Hate That Song
5294,Defeat Earthrager Ptah while mounted on a camel in the Halls of Origination on Heroic Difficulty.,,Straw That Broke the Camel's Back
5295,Defeat Rajh before he completes an entire recharging phase in the Halls of Origination on Heroic Difficulty.,,Sun of a....
5296,Complete the Vault of Lights within 5 minutes of entering in the Halls of Origination on Heroic Difficulty.,,Faster Than the Speed of Light
5297,Defeat General Umbriss while he is affected with Modgud's Malice in Grim Batol on Heroic Difficulty.,,Umbrage for Umbriss
5298,Defeat Erudax without letting a Faceless Corruptor begin to cast Twilight Corruption on any of Alexstrasza's Eggs in Grim Batol on Heroic Difficulty.,,Don't Need to Break Eggs to Make an Omelet
5300,Defeat Halfus Wyrmbreaker after defeating two drakes within 10 seconds of each other. The Emerald Whelp pack counts as one drake for this purpose.,,The Only Escape
5301,Recover the following tol'vir artifacts that tell of the rise and fall of Emperor Ninjter.,,The Boy Who Would be King
5304,Defeat the Conclave of Wind in the Throne of the Four Winds while everyone in the raid has at least 7 stacks of Wind Chill.,,Stay Chill
5305,Defeat Al'Akir in the Throne of the Four Winds while he is affected by Feedback.,,Four Play
5306,Defeat Magmaw in Blackwing Descent without anyone in the raid becoming infected with a parasite.,,Parasite Evening
5307,Defeat the Omnotron Defense System in Blackwing Descent while neutralizing the following attacks.,,Achieve-a-tron
5308,Defeat Atramedes in Blackwing Descent without any raid member's sound bar going over 50%.,,Silence is Golden
5309,Defeat Chimaeron in Blackwing Descent with no more than 2 raid member deaths.,,Full of Sound and Fury
5310,Kill 12 Aberrations within 10 seconds on the Maloriak encounter in Blackwing Descent and then defeat Maloriak.,,Aberrant Behavior
5311,Defeat the Elementium Monstrosity in the Bastion of Twilight while only allowing it to create a single Liquid Ice patch.,,Elementary
5312,Defeat Cho'gall in the Bastion of Twilight before any raid member earns more than 30% Corrupted Blood.,,The Abyss Will Gaze Back Into You
5313,Defeat Sinestra in the Bastion of Twilight on Heroic Difficulty on the first attempt without letting any raid members die.,,I Can't Hear You Over the Sound of How Awesome I Am
5315,Find 10 unique common artifacts.,,Digger
5317,Kill 10 Schnotzz infantry with one artillery shell during the Fire From the Sky daily quest in Uldum.,,Help the Bombardier! I'm the Bombardier!
5318,Complete the Neptulon quests in Vashj'ir up to and including Defending the Rift.,,"20,000 Leagues Under the Sea"
5319,Complete the Neptulon quests in Vashj'ir up to and including Defending the Rift.,,"20,000 Leagues Under the Sea"
5320,Complete the Twilight's Hammer quest chain in Twilight Highlands up to and including Skullcrusher the Mountain.,,King of the Mountain
5321,Complete the Twilight's Hammer quest chain in Twilight Highlands up to and including Skullcrusher the Mountain.,,King of the Mountain
5322,Win 10 rated battlegrounds.,,In Service of the Alliance
5323,Win 10 rated battlegrounds.,,In Service of the Horde
5324,Win 25 rated battlegrounds.,,In Service of the Horde
5325,Win 75 rated battlegrounds.,Reward: Epic Wolf and Veteran of the Horde Title,Veteran of the Horde
5326,Win 300 rated battlegrounds.,Reward: Epic Wolf and Warbringer Title,Warbringer of the Horde
5327,Win 25 rated battlegrounds.,,In Service of the Alliance
5328,Win 75 rated battlegrounds.,Reward: Epic Warhorse and Veteran of the Alliance Title,Veteran of the Alliance
5329,Win 300 rated battlegrounds.,Reward: Epic Warhorse and Warbound Title,Warbound Veteran of the Alliance
5330,Earn a rated battleground rating of 1100.,Title Reward: Private,Private
5331,Earn a rated battleground rating of 1200.,Title Reward: Corporal,Corporal
5332,Earn a rated battleground rating of 1300.,Title Reward: Sergeant,Sergeant
5333,Earn a rated battleground rating of 1400.,Title Reward: Master Sergeant,Master Sergeant
5334,Earn a rated battleground rating of 1500.,Title Reward: Sergeant Major,Sergeant Major
5335,Earn a rated battleground rating of 1600.,Title Reward: Knight,Knight
5336,Earn a rated battleground rating of 1700.,Title Reward: Knight-Lieutenant,Knight-Lieutenant
5337,Earn a rated battleground rating of 1800.,Title Reward: Knight-Captain,Knight-Captain
5338,Earn a rated battleground rating of 1900.,Title Reward: Centurion,Centurion
5339,Earn a rated battleground rating of 2000.,Title Reward: Lieutenant Commander,Lieutenant Commander
5340,Earn a rated battleground rating of 2100.,Title Reward: Commander,Commander
5341,Earn a rated battleground rating of 2200.,Title Reward: Marshal,Marshal
5342,Earn a rated battleground rating of 2300.,Title Reward: Warlord,Warlord
5343,Earn a rated battleground rating of 2400.,Title Reward: Grand Marshal,Grand Marshal
5344,End PvP season 9 in the top .5% of the rated battleground ladder.,,Hero of the Alliance: Vicious
5345,Earn a rated battleground rating of 1100.,Title Reward: Scout,Scout
5346,Earn a rated battleground rating of 1200.,Title Reward: Grunt,Grunt
5347,Earn a rated battleground rating of 1300.,Title Reward: Sergeant,Sergeant
5348,Earn a rated battleground rating of 1400.,Title Reward: Senior Sergeant,Senior Sergeant
5349,Earn a rated battleground rating of 1500.,Title Reward: First Sergeant,First Sergeant
5350,Earn a rated battleground rating of 1600.,Title Reward: Stone Guard,Stone Guard
5351,Earn a rated battleground rating of 1700.,Title Reward: Blood Guard,Blood Guard
5352,Earn a rated battleground rating of 1800.,Title Reward: Legionnaire,Legionnaire
5353,Earn a rated battleground rating of 2000.,Title Reward: Champion,Champion
5354,Earn a rated battleground rating of 2100.,Title Reward: Lieutenant General,Lieutenant General
5355,Earn a rated battleground rating of 2200.,Title Reward: General,General
5356,Earn a rated battleground rating of 2400.,Title Reward: High Warlord,High Warlord
5357,Earn a rated battleground rating of 2300.,Title Reward: Field Marshal,Field Marshal
5358,End PvP season 9 in the top .5% of the rated battleground ladder.,,Hero of the Horde: Vicious
5359,Earn a rated battleground rating of 1900.,Title Reward: Knight-Champion,Knight-Champion
5362,Create and purchase a guild crest.,,Everyone Needs a Logo
5363,Get 250000 honorable kills.,Title Reward: The Bloodthirsty,250000 Honorable Kills
5366,Do not get hit by Fire Wall in the Glubtok encounter in Deadmines on Heroic Difficulty.,,Ready for Raiding
5367,Kill 20 Mine Rats during the Helix Gearbreaker encounter in Deadmines on Heroic Difficulty.,,Rat Pack
5368,Keep the Prototype Reaper from falling below 90% health at any time before the Foe Reaper 5000 is defeated in Deadmines on Heroic Difficulty.,,Prototype Prodigy
5369,Allow three Freezing Vapors to cast Coalesce during the Admiral Ripsnarl encounter in Deadmines on Heroic Difficulty.,,It's Frost Damage
5370,Do not gain more than one stack of Nauseated during the Cookie encounter in Deadmines on Heroic Difficulty.,,I'm on a Diet
5371,Engage Vanessa VanCleef within 5 minutes of being inflicted with the Nightmare Elixir in Deadmines on Heroic Difficulty.,,Vigorous VanCleef Vindicator
5372,Equip an epic item in every slot with a minimum item level of 359 (prior to Battle for Azeroth).,,Cataclysmically Epic
5373,Equip a superior item in every slot with a minimum item level of 333 (prior to Battle for Azeroth).,,Cataclysmically Superior
5374,Raise 45 reputations to Exalted.,,45 Exalted Reputations
5375,Earn Exalted status with Baradin's Wardens.,,Baradin's Wardens
5376,Earn Exalted status with Hellscream's Reach.,,Hellscream's Reach
5377,Owner of the Cataclysm Collector's Edition Lil' Deathwing pet.,,Collector's Edition: Lil' Deathwing
5378,Proud owner of Deathy's Murloc Egg from the 2010 BlizzCon.,,Deathy
5381,First person on the realm to achieve 525 skill in alchemy.,,Realm First! Illustrious Alchemist
5382,First person on the realm to achieve 525 skill in blacksmithing.,,Realm First! Illustrious Blacksmith
5383,First person on the realm to achieve 525 skill in cooking.,,Realm First! Illustrious Cook
5384,First person on the realm to achieve 525 skill in enchanting.,,Realm First! Illustrious Enchanter
5385,First person on the realm to achieve 525 skill in engineering.,,Realm First! Illustrious Engineer
5386,First person on the realm to achieve 525 skill in first aid.,,Realm First! Illustrious Medic
5387,First person on the realm to achieve 525 skill in fishing.,,Realm First! Illustrious Angler
5388,First person on the realm to achieve 525 skill in herbalism.,,Realm First! Illustrious Herbalist
5389,First person on the realm to achieve 525 skill in inscription.,,Realm First! Illustrious Scribe
5390,First person on the realm to achieve 525 skill in jewelcrafting.,,Realm First! Illustrious Jewelcrafter
5391,First person on the realm to achieve 525 skill in leatherworking.,,Realm First! Illustrious Leatherworker
5392,First person on the realm to achieve 525 skill in mining.,,Realm First! Illustrious Miner
5393,First person on the realm to achieve 525 skill in skinning.,,Realm First! Illustrious Skinner
5394,First person on the realm to achieve 525 skill in tailoring.,,Realm First! Illustrious Tailor
5395,First person on the realm to achieve 450 skill in archaeology.,,Realm First! Grand Master Archaeologist
5396,First person on the realm to achieve 525 skill in archaeology.,,Realm First! Illustrious Archaeologist
5407,First guild on the realm to reach guild level 25.,,Realm First! Guild Level 25
5408,First guild on the realm to obtain 525 skill points in all professions and secondary professions.,,Realm First! Working as a Team
5409,First guild on the realm to defeat Nefarian in Blackwing Descent on Heroic difficulty while in a guild group.,,Realm First! Nefarian
5410,First guild on the realm to defeat Al'Akir in the Throne of the Four Winds on Heroic difficulty while in a guild group.,,Realm First! Al'Akir
5411,First guild on the realm to defeat Sinestra in the Bastion of Twilight on Heroic difficulty while in a guild group.,,Realm First! Sinestra
5412,Win the battle for Tol Barad.,,Tol Barad Victory
5415,Destroy a tower in Tol Barad.,,Tower Plower
5416,Defeat the Pit Lord Argaloth.,,Pit Lord Argaloth
5417,Win 25 battles for Tol Barad.,,Tol Barad Veteran
5418,Win 25 battles for Tol Barad.,,Tol Barad Veteran
5420,"Spend 100,000 gold on guildmember repairs.",,It All Really Adds Up
5421,"Complete 25,000 quests.",,That's a Lot of Travel Time
5422,"Complete 15,000 daily quests.",Reward: Battle Standard of Coordination,A Daily Routine
5425,Defeat the bosses in Baradin Hold while in a guild group.,,Baradin Hold Guild Run
5429,Earn the Rival title on all of the classes below.,,Guild Rivals
5430,Earn the Duelist title on all of the classes below.,,Guild Duelists
5431,Earn the Gladiator title on all of the classes below.,,Guild Gladiators
5432,Earn the Commander title on all of the classes below.,,Guild Commanders
5433,Earn the Champion title on all of the classes below.,,Guild Champions
5434,Earn the Marshal title on all of the classes below.,,Guild Marshals
5435,Earn the General title on all of the classes below.,,Guild Generals
5436,Earn the Field Marshal title on all of the classes below.,,Guild Field Marshals
5437,Earn the Warlord title on all of the classes below.,,Guild Warlords
5438,Earn the Grand Marshal title on all of the classes below.,,Guild Grand Marshals
5439,Earn the High Warlord title on all of the classes below.,,Guild High Warlords
5440,Earn the Battlemaster title on all of the classes below.,,Guild Battlemasters
5441,Earn the Battlemaster title on all of the classes below.,,Guild Battlemasters
5442,Recruit all 8 characters into Fiona's travelling party in Eastern Plaguelands.,,Full Caravan
5443,Obtain E'ko from the following creatures in Winterspring.,,E'ko Madness
