ID,Directory,MapName_lang,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,Corpse[0],Corpse[1],MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,WdtFileDataID,NavigationMaxDistance,Flags[0],Flags[1],Flags[2]
721,Firelands2,Firelands Terrain 2,,,,,0,0,1,1,3,0,0,720,-1,-1,0,1,-1,0,0,0,816538,0,1693,134479896,0
723,Stormwind,Stormwind,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790924,0,1565,134479880,0
724,ChamberofAspectsRed,The Ruby Sanctum,,,,,3608.1294,186.80208,1,2,2,0,254,-1,-1,-1,0,1,571,0,0,0,821024,0,34333,134479880,0
725,DeepholmeDungeon,The Stonecore,,,,,1031.908,610.2969,1,1,3,0,258,-1,-1,-1,0,1,646,0,0,0,816583,0,1565,134479880,0
726,CataclysmCTF,Twin Peaks,"Nestled in the Twilight Highlands, Twin Peaks has flared as a point of contention between the Alliance and Horde.

As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious.

Lend your strength as both factions struggle to take control of this critical high ground!","Nestled in the Twilight Highlands, Twin Peaks has flared as a point of contention between the Alliance and Horde.

As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious.

Lend your strength as both factions struggle to take control of this critical high ground!",Capture the enemy flag,"- Defend your flag
- Capture the enemy flag
- Most recent capture wins",0,0,1,3,3,0,262,-1,-1,-1,0,1,-1,0,0,0,813068,0,1629,135004168,0
727,STV_Mine_BG,Silvershard Mines,"This battleground takes place underneath Stranglethorn Vale in a Venture Co. goblin mine.

Silvershard Mines is a 10 vs 10 escort battleground, in which each side attempts to control diamond carts until they reach the mine depot.","This battleground takes place underneath Stranglethorn Vale in a Venture Co. goblin mine.

Silvershard Mines is a 10 vs 10 escort battleground, in which each side attempts to control diamond carts until they reach the mine depot.",Capture the mine carts,"- Capture and hold the mine carts
- Escort them to the end of the track",0,0,1,3,4,0,317,-1,-1,-1,0,1,-1,0,0,0,810604,0,1565,135004168,0
730,MaelstromZone,Maelstrom Zone,,,,,0,0,1,0,3,0,272,-1,-1,-1,0,1,-1,0,0,0,816998,0,1629,134479880,0
731,DesolaceBomb,Stonetalon Bomb,,,,,0,0,1,0,0,0,3,-1,1,-1,0,1,-1,0,0,0,780791,0,8390237,134479896,0
732,TolBarad,Tol Barad,,,,,0,0,1,0,3,0,265,-1,-1,-1,0,1,-1,0,0,0,815182,0,9821,134479880,0
734,AhnQirajTerrace,Ahn'Qiraj Terrace,,,,,0,0,1,1,2,0,184,-1,-1,-1,0,1,-1,0,0,0,818455,0,1565,134479880,0
736,TwilightHighlandsDragonmawPhase,Twilight Highlands Dragonmaw Phase,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,804947,791346,0,1565,134479896,0
738,Transport200100,Ship to Vashj'ir (Orgrimmar -> Vashj'ir),,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
739,Transport200101,Vashj'ir Sub - Horde,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
740,Transport200102,Vashj'ir Sub - Alliance,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
741,Transport200103,Twilight Highlands Horde Transport,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
742,Transport203729,Vashj'ir Sub - Horde - Circling Abyssal Maw,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
743,Transport203730,Vashj'ir Sub - Alliance circling Abyssal Maw,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
746,UldumPhaseOasis,Uldum Phase Oasis,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791398,0,8390237,134479896,0
747,Transport 203732,Transport: Deepholm Gunship,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
748,Transport203858,Transport: Onyxia/Nefarian Elevator,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1537,134479880,0
749,Transport203859,Transport: Gilneas Moving Gunship,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479884,0
750,Transport203860,Transport: Gilneas Static Gunship,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479884,0
751,RedgridgeOrcBomb,Redridge - Orc Bomb,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,790674,0,1629,134479896,0
752,RedridgeBridgePhaseOne,Redridge - Bridge Phase One,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790697,0,1629,134479880,0
753,RedridgeBridgePhaseTwo,Redridge - Bridge Phase Two,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790705,0,1629,134479880,0
754,SkywallRaid,Throne of the Four Winds,,,,,-11360.603,72.083336,1,2,3,0,271,-1,-1,-1,0,1,1,0,0,0,817149,0,34333,134479880,0
755,UldumDungeon,Lost City of the Tol'vir,,,,,-10686.149,-1308.6233,1,1,3,0,264,-1,-1,-1,0,1,1,0,0,0,817548,0,1565,134479880,0
757,BaradinHold,Baradin Hold,,,,,0,0,1,2,3,0,269,-1,-1,-1,0,1,-1,0,0,0,814917,0,36413,-2013003768,0
759,UldumPhasedEntrance,Uldum Phased Entrance,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791375,0,8392285,134479896,0
760,TwilightHighlandsPhasedEntrance,Twilight Highlands Phased Entrance,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,791359,0,3677,134479896,0
761,Gilneas_BG_2,The Battle for Gilneas,"As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.","As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.",Capture the objectives,"- Capture and hold objectives
- Earn 1500 resources",0,0,1,3,0,0,270,1110,-1,-1,0,1,-1,0,0,0,782690,0,3677,135004168,0
762,Transport 203861,Twilight Highlands Zeppelin 1,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
763,Transport 203862,Twilight Highlands Zeppelin 2,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
764,UldumPhaseWreckedCamp,Uldum - Phase Wrecked Camp,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791406,0,8396381,134479896,0
765,Transport203863,Krazzworks Attack Zeppelin,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,7681,134479880,0
766,Transport 2033864,Transport: Gilneas Moving Gunship 02,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,7681,134479884,0
767,Transport 2033865,Transport: Gilneas Moving Gunship 03,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,7681,134479884,0
859,Zul_Gurub5Man,Zul'Gurub,,,,,-11916.229,-1219.8385,1,1,3,0,161,720,-1,-1,0,1,0,0,0,0,815855,0,7701,134479880,0
860,NewRaceStartZone,The Wandering Isle,,,,,0,0,1,0,0,0,289,960,-1,-1,0,1,-1,0,0,0,789076,0,8666653,134479880,0
861,FirelandsDailies,Molten Front,,,,,0,0,1,0,3,0,274,720,-1,-1,0,1,-1,0,0,0,815281,0,2104861,134479896,0
870,HawaiiMainLand,Pandaria,,,,,0,0,1,0,4,0,327,-1,-1,-1,0,1,-1,0,0,804938,805681,0,8404573,134479896,0
930,ScenarioAlcazIsland,A Dark Place,,,,,0,0,1,5,6,0,25,0,-1,-1,0,1,-1,0,0,0,810354,0,7765,134479872,0
938,COTDragonblight,End Time,,,,,-8288.6045,-4454.0923,1,1,3,0,286,0,-1,-1,0,1,1,0,0,0,813090,0,15957,134479880,0
939,COTWarOfTheAncients,Well of Eternity,,,,,-8595.837,-3994.9358,1,1,3,0,287,-1,-1,-1,0,1,1,0,0,0,813203,0,7773,134479880,0
940,TheHourOfTwilight,Hour of Twilight,,,,,-8291.132,-4590.4375,1,1,3,0,288,-1,-1,-1,0,1,1,0,0,0,817173,0,15957,134479880,0
951,NexusLegendary,Nexus Legendary,,,,,3899.93,6985.44,1,1,3,0,227,-1,-1,-1,0,1,571,0,0,0,817062,0,7701,134479880,0
959,ShadowpanHideout,Shado-Pan Monastery,,,,,0,0,1,1,4,0,315,-1,-1,-1,0,1,-1,0,0,0,810232,0,8404509,134479880,0
960,EastTemple,Temple of the Jade Serpent,,,,,957.706,-2473.41,1,1,4,0,311,-1,-1,-1,0,1,870,0,0,0,806233,0,8404573,134479880,0
961,StormstoutBrewery,Stormstout Brewery,,,,,-688.7051,1267.4537,1,1,4,0,318,-1,-1,-1,0,1,870,0,0,0,810358,0,8404501,134479880,0
962,TheGreatWall,Gate of the Setting Sun,,,,,970.81085,2253.664,1,1,4,0,309,0,-1,-1,0,1,870,0,0,0,810651,0,8396317,134479880,0
967,DeathwingBack,Dragon Soul,,,,,-8263.276,-4512.6875,1,2,3,0,279,1080,-1,-1,0,1,1,0,0,0,813251,0,7773,134479880,0
968,EyeoftheStorm2.0,Rated Eye of the Storm,"Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

This battlefield is coveted by the blood elves for its rich energy deposits.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.

This battlefield is coveted by the blood elves for its rich energy deposits.",Capture the objectives,"- Capture and hold objectives
- Capture the center flag
- Earn 1500 resources",0,0,1,3,0,0,210,-1,-1,-1,0,1,-1,0,0,0,782100,0,7701,135004168,0
971,JadeForestAllianceHubPhase,Jade Forest Alliance Hub Phase,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811017,0,8527453,134479896,0
972,JadeForestBattlefieldPhase,Jade Forest Battlefield Phase,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811025,0,8527453,134479896,0
974,DarkmoonFaire,Darkmoon Faire,,,,,0,0,1,0,0,0,278,-1,-1,-1,0,1,-1,0,0,0,780357,0,8404509,134479880,0
975,TurtleShipPhase01,Turtle Ship Phase 01,,,,,0,0,1,0,0,0,289,960,860,-1,0,1,-1,0,0,0,791300,0,8535645,134479880,0
976,TurtleShipPhase02,Turtle Ship Phase 02,,,,,0,0,1,0,0,0,289,960,860,-1,0,1,-1,0,0,0,791323,0,8535581,134479880,0
977,MaelstromDeathwingFight,Maelstrom Deathwing Fight,,,,,0,0,1,1,3,0,0,-1,-1,-1,0,1,-1,0,0,0,816928,0,7709,134479880,0
980,TolVirArena,Tol'Viron Arena,,,,,0,0,1,4,3,0,319,-1,-1,-1,0,1,-1,0,0,0,817420,0,3613,135004168,0
994,MoguDungeon,Mogu'shan Palace,,,,,0,0,1,1,4,0,312,-1,-1,-1,0,1,-1,0,0,0,811448,0,7709,134479880,0
995,MoguInteriorRaid,The Depths [UNUSED],,,,,0,0,1,1,4,0,0,-1,-1,-1,0,1,-1,0,0,0,810384,0,7709,134479880,0
996,MoguExteriorRaid,Terrace of Endless Spring,,,,,0,0,1,2,4,0,321,0,-1,-1,0,1,-1,0,0,0,811511,0,9444957,134479880,0
998,ValleyOfPower,Temple of Kotmogu,"The Horde and Alliance wage battle for the ancient Mogu Artifact that is foretold to hold great powers.

Temple of Kotmogu is a 10 vs 10 powerball battleground where each side attempts to control the Mogu Artifact for as long as possible in different scoring zones.","The Horde and Alliance wage battle for the ancient Mogu Artifact that is foretold to hold great powers.

Temple of Kotmogu is a 10 vs 10 powerball battleground where each side attempts to control the Mogu Artifact for as long as possible in different scoring zones.",Hold the Orbs of Power,"- Slay enemy players
- Hold the Orbs of Power to earn points
- Additional points granted at the map center",0,0,1,3,4,0,320,-1,-1,-1,0,1,-1,0,0,0,812887,0,7773,135004168,0
999,BFTAllianceScenario,Theramore's Fall (H),,,,,0,0,1,5,3,0,336,1350,-1,-1,0,1,-1,0,0,0,814960,0,15965,134479880,0
1000,BFTHordeScenario,Theramore's Fall (A),,,,,0,0,1,5,3,0,335,360,-1,-1,0,1,-1,0,0,0,815493,0,15965,134479880,0
1001,ScarletSanctuaryArmoryAndLibrary,Scarlet Halls,,,,,2869,-820,1,1,0,0,332,-1,-1,-1,0,1,0,0,0,0,805031,0,9444957,134479880,0
1004,ScarletMonasteryCathedralGY,Scarlet Monastery,,,,,0,0,1,1,0,0,333,-1,-1,-1,0,1,-1,0,0,0,805002,0,9444957,134479880,0
1005,BrewmasterScenario01,A Brewing Storm,,,,,0,0,1,5,4,0,322,-1,-1,-1,0,1,-1,0,0,0,808160,0,8396381,134479880,0
1007,NewScholomance,Scholomance,,,,,1274.78,-2552.56,1,1,0,0,314,-1,-1,-1,0,1,0,0,0,0,804980,0,8396381,134479880,0
1008,MogushanPalace,Mogu'shan Vaults,,,,,3982.9973,1121.2906,1,2,4,0,313,-1,-1,-1,0,1,870,0,0,0,812395,0,8404573,134479880,0
1009,MantidRaid,Heart of Fear,,,,,0,0,1,2,4,0,310,-1,-1,-1,0,1,-1,0,0,0,811209,0,8404573,134479880,0
1011,MantidDungeon,Siege of Niuzao Temple,,,,,0,0,1,1,4,0,316,-1,-1,-1,0,1,-1,0,0,0,808873,0,9453149,134479880,0
1014,MonkAreaScenario,Peak of Serenity,,,,,0,0,1,5,6,0,327,-1,-1,-1,0,1,-1,0,0,0,812460,0,680541789,134479880,0
1019,RuinsOfTheramore,Ruins of Theramore,,,,,0,0,1,0,4,0,3,-1,1,-1,0,1,-1,0,0,0,812470,0,8404573,134479896,0
1024,PandaFishingVillageScenario,Greenstone Village,,,,,0,0,1,5,4,0,331,-1,-1,-1,0,1,-1,0,0,0,811933,0,8404573,134479880,0
1028,MoguRuinsScenario,(UNUSED) Scenario: Mogu Ruins,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,809095,0,8404573,134479880,0
1029,AncientMoguCryptScenario,(UNUSED) Scenario: Mogu Crypt,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,805433,0,8396317,134479880,0
1030,AncientMoguCyptDestroyedScenario,Crypt of Forgotten Kings,,,,,0,0,1,5,4,0,330,-1,-1,-1,0,1,-1,0,0,0,805640,0,7709,134479880,0
1031,ProvingGroundsScenario,Arena of Annihilation,,,,,0,0,1,5,4,0,348,-1,-1,-1,0,1,-1,0,0,0,812075,0,8396381,134479880,0
1032,PetBattleJadeForest,Pet Battle - Jade Forest,,,,,0,0,1,1,4,0,0,-1,-1,-1,0,1,-1,0,0,0,812041,0,8404573,134479880,0
1035,ValleyOfPowerScenario,Temple of Kotmogu,,,,,0,0,1,5,4,0,334,-1,-1,-1,0,1,-1,0,0,0,812951,0,8396381,134479880,0
1043,RingOfValorScenario,Brawl'gar Arena,,,,,0,0,1,0,2,0,343,-1,-1,-1,0,1,-1,0,0,0,827085,0,268443229,134480392,0
1048,BrewmasterScenario03,Unga Ingoo,,,,,0,0,1,5,4,0,323,-1,-1,-1,0,1,-1,0,0,0,805599,0,8404573,134479880,0
1049,BlackOxTempleScenario,(UNUSED) Scenario: Black Ox Temple,,,,,0,0,1,5,4,0,21,-1,-1,-1,0,1,-1,0,0,0,805658,0,8404573,134479880,0
1050,ScenarioKlaxxiIsland,Assault on Zan'vess,,,,,0,0,1,5,4,0,344,720,-1,-1,0,1,-1,0,0,0,811327,0,8404573,134479880,0
1051,ScenarioBrewmaster04,Brewmoon Festival,,,,,0,0,1,5,4,0,329,0,-1,-1,0,1,-1,0,0,0,809976,0,8404573,134479880,0
1061,HordeBeachDailyArea,Horde Beach Daily Area,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,808210,0,8535645,134479896,0
1062,AllianceBeachDailyArea,Alliance Beach Daily Area,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,805966,0,8535645,134479896,0
1064,MoguIslandDailyArea,Mogu Island Daily Area,,,,,0,0,1,0,4,0,346,-1,-1,-1,0,1,-1,0,0,0,846981,0,8404573,134479880,0
1066,StormwindGunshipPandariaStartArea,Stormwind Gunship Pandaria Start Area,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,791052,0,147037,134479896,0
1074,OrgrimmarGunshipPandariaStart,Orgrimmar Gunship Pandaria Start,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,789973,0,8527453,134479896,0
1075,TheramoreScenarioPhase,Theramore's Fall Phase,,,,,0,0,1,0,0,0,0,-1,1000,-1,0,1,-1,0,0,0,791277,0,147037,134479880,0
1076,JadeForestHordeStartingArea,Jade Forest Horde Starting Area,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811033,0,8535645,134479896,0
1095,HordeAmbushScenario,Dagger in the Dark,,,,,0,0,1,5,4,0,342,-1,-1,-1,0,1,-1,0,0,0,808356,0,8404573,134479880,0
1098,ThunderIslandRaid,Throne of Thunder,,,,,0,0,1,2,4,0,347,-1,-1,-1,0,1,-1,0,0,0,848548,0,8404573,134479880,0
1099,NavalBattleScenario,Naval Battle Scenario,,,,,0,0,1,5,4,0,349,-1,-1,-1,0,1,-1,0,0,0,811854,0,8404573,134479880,0
1101,DefenseOfTheAleHouseBG,Defense Of The Ale House BG,,,,,0,0,1,0,4,0,0,-1,-1,-1,0,1,-1,0,0,0,842186,0,8396381,134479880,0
1102,HordeBaseBeachScenario,Domination Point,,,,,0,0,1,5,4,0,341,-1,-1,-1,0,1,-1,0,0,0,808508,0,8404573,134479880,0
1103,AllianceBaseBeachScenario,Lion's Landing,,,,,0,0,1,5,4,0,340,-1,-1,-1,0,1,-1,0,0,0,805389,0,8404573,134479880,0
1104,ALittlePatienceScenario,A Little Patience,,,,,0,0,1,5,4,0,345,-1,-1,-1,0,1,-1,0,0,0,807455,0,8404573,134479880,0
1105,GoldRushBG,Deepwind Gorge (Legacy),"This battleground takes place in the Valley of the Four Winds

Gold Rush is a 15 vs 15 resource battle","This battleground takes place in the Valley of the Four Winds

Gold Rush is a 15 vs 15 resource battle",Capture the objectives,"- Capture and hold the mines
- Capture the enemy mine cart
- Earn 1500 gold",0,0,1,3,4,0,354,-1,-1,-1,0,1,-1,0,0,0,845538,0,8396381,135004168,0
1106,JainaDalaranScenario,Jaina Dalaran Scenario,,,,,0,0,1,0,4,0,235,-1,-1,-1,0,1,-1,0,0,0,811612,0,15965,134479880,0
1107,WarlockArea,Dreadscar Rift,,,,,0,0,1,0,6,0,401,-1,-1,-1,0,1,-1,0,0,0,848152,0,10493533,134479880,0
1112,BlackTempleScenario,Pursuing the Black Harvest,,,,,0,0,1,5,4,0,215,-1,-1,-1,0,1,-1,0,0,0,806915,0,7709,134479880,0
1113,DarkmoonCarousel,Transport: DarkmoonCarousel,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3601,134479880,0
1116,Draenor,Draenor,,,,,0,0,1,0,5,0,360,-1,-1,-1,0,1,-1,0,0,918540,842315,0,8404573,134479896,0
1120,ThunderKingHordeHub,Thunder King Horde Hub,,,,,0,0,1,0,4,0,0,-1,1064,-1,0,1,-1,0,0,0,846613,0,8535645,134479880,0
1121,ThunderIslandAllianceHub,Thunder Island Alliance Hub,,,,,0,0,1,0,4,0,0,-1,1064,-1,0,1,-1,0,0,0,848029,0,8535645,134479880,0
1122,CitySiegeMoguIslandProgressionScenario,City Siege - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,844357,0,8404573,134479880,0
1123,LightningForgeMoguIslandProgressionScenario,Lightning Forge - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,845419,0,8404573,134479880,0
1124,ShipyardMoguIslandProgressionScenario,Shipyard - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,847843,0,8404573,134479880,0
1125,AllianceHubMoguIslandProgressionScenario,Alliance Hub - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,842025,0,8404573,134479880,0
1126,HordeHubMoguIslandProgressionScenario,Mogu Island Progression Events,,,,,0,0,1,5,4,0,346,-1,-1,-1,0,1,-1,0,0,0,844121,0,8404573,134479880,0
1127,FinalGateMoguIslandProgressionScenario,Final Gate - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,845282,0,8404573,134479880,0
1128,MoguIslandEventsHordeBase,Mogu Island Events - Horde Base,,,,,0,0,1,0,4,0,0,-1,1126,-1,0,1,-1,0,0,0,847937,0,8535645,134479880,0
1129,MoguIslandEventsAllianceBase,Mogu Island Events - Alliance Base,,,,,0,0,1,0,4,0,0,-1,1126,-1,0,1,-1,0,0,0,847934,0,8535645,134479880,0
1130,ShimmerRidgeScenario,Blood in the Snow,,,,,0,0,1,5,4,0,352,-1,-1,-1,0,1,-1,0,0,0,848851,0,7773,134479880,0
1131,DarkHordeScenario,The Secrets of Ragefire,,,,,0,0,1,5,4,0,350,-1,-1,-1,0,1,-1,0,0,0,846484,0,7709,134479880,0
1132,Transport218599,Transport: The Skybag (Brawl'gar Arena),,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
1133,Transport218600,Transport: Zandalari Ship (Mogu Island),,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
1134,ShadoPanArena,The Tiger's Peak,,,,,0,0,1,4,4,0,353,-1,-1,-1,0,1,-1,0,0,0,848418,0,8396381,135004168,0
1135,MoguIslandLootRoom,Mogu Island Loot Room,,,,,0,0,1,5,4,0,347,0,-1,-1,0,1,-1,0,0,0,848741,0,15901,134479880,0
1136,OrgrimmarRaid,Siege of Orgrimmar,,,,,0,0,1,2,4,0,359,-1,-1,-1,0,1,-1,0,0,0,847443,0,8396381,134479880,0
1144,HeartOfTheOldGodScenario,Heart of the Old God Scenario,,,,,0,0,1,5,4,0,351,-1,-1,-1,0,1,-1,0,0,0,844626,0,8396381,134479880,0
1148,ProvingGrounds,Proving Grounds,,,,,0,0,1,5,4,0,348,-1,-1,-1,0,1,-1,0,0,0,849996,0,41950813,134479880,0
1152,FWHordeGarrisonLevel1,FW Horde Garrison Level 1,,,,,0,0,1,1,5,0,373,-1,1116,1116,0,1,-1,0,0,0,876612,0,612384349,134479896,0
1153,FWHordeGarrisonLevel2,FW Horde Garrison Level 3,,,,,0,0,1,1,5,0,373,-1,1116,1116,0,1,-1,0,0,0,876623,0,612384349,134479896,0
1154,FWHordeGarrisonLevel3,FW Horde Garrison Level 4,,,,,0,0,1,1,5,0,373,-1,1116,1116,0,1,-1,0,0,0,876609,0,612384349,134479896,0
1155,Stormgarde Keep,Stromgarde Keep,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,876745,0,7773,134479880,0
1157,HalfhillScenario,Halfhill Scenario,,,,,0,0,1,5,4,0,327,-1,-1,-1,0,1,-1,0,0,0,879398,0,8404573,134479880,0
1158,SMVAllianceGarrisonLevel1,SMV Alliance Garrison Level 1,,,,,0,0,1,1,5,0,374,-1,1116,1116,0,1,-1,0,0,0,879512,0,746602077,134479896,0
1159,SMVAllianceGarrisonLevel2,SMV Alliance Garrison Level 3,,,,,0,0,1,1,5,0,374,-1,1116,1116,0,1,-1,0,0,0,879360,0,746602077,134479896,0
1160,SMVAllianceGarrisonLevel3,SMV Alliance Garrison Level 4,,,,,0,0,1,1,5,0,374,-1,1116,1116,0,1,-1,0,0,0,879511,0,746602077,134479896,0
1161,CelestialChallenge,Celestial Tournament,,,,,0,0,1,5,4,0,327,1200,-1,-1,0,1,-1,0,0,0,879578,0,8404573,134479880,0
1168,ThePurgeOfGrommarScenario,The Purge Of Grommar - Scenario,,,,,0,0,1,5,5,0,0,-1,-1,1116,0,1,-1,0,0,0,902997,0,8404573,134479896,0
1170,SmallBattlegroundC,Shado-Pan Showdown,,,,,0,0,1,4,6,0,353,-1,-1,-1,0,1,-1,0,0,0,904354,0,8404573,135004168,0
1172,Transport_Siege_of_Orgrimmar_Alliance,Transport: Siege of Orgrimmar (Alliance),,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
1173,Transport_Siege_of_Orgrimmar_Horde,Transport: Siege of Orgrimmar (Horde),,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
1175,OgreCompound,Bloodmaul Slag Mines,,,,,0,0,1,1,5,0,369,-1,-1,-1,0,1,-1,0,0,0,918585,0,8404573,134479880,0
1176,MoonCultistHideout,Shadowmoon Burial Grounds,,,,,0,0,1,1,5,0,364,-1,-1,-1,0,1,-1,0,0,0,918647,0,8404509,134479880,0
1179,WarcraftHeroes,Warcraft Heroes,,,,,0,0,1,0,5,0,3,-1,-1,-1,0,1,-1,0,0,0,921695,0,8404573,134479880,0
1181,PattyMackTestGarrisonBldgMap,PattyMack Test Garrison Bldg Map,,,,,0,0,4,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,926423,0,3601,134479880,0
1182,DraenorAuchindoun,Auchindoun,,,,,0,0,1,1,5,0,365,-1,-1,-1,0,1,-1,0,0,0,925674,0,8396381,134479880,0
1187,GORAllianceGarrisonLevel1,GOR Alliance Garrison Level 1,,,,,0,0,1,1,5,0,0,-1,-1,-1,0,1,-1,0,0,0,937665,0,142622301,134479880,0
1188,GORAllianceGarrisonLevel2,GOR Alliance Garrison Level 2,,,,,0,0,1,1,5,0,0,-1,1116,1116,0,1,-1,0,0,0,937664,0,75513437,134479896,0
1189,GORAllianceGarrisonLevel3,GOR Alliance Garrison Level 3,,,,,0,0,1,1,5,0,0,-1,1116,1116,0,1,-1,0,0,0,937703,0,75513437,134479896,0
1190,BlastedLands,Blasted Lands Phase,,,,,0,0,1,0,4,0,4,-1,0,0,0,1,-1,0,0,1005817,937712,0,8404573,134479896,0
1191,Ashran,Ashran,"Off the coast of Tanaan Jungle lies an island home to an ancient Ogre civilization.  An ancient artifact has been rumored to be somewhere within Ashran.  If claimed, will be a devastating weapon to uphold.","Off the coast of Tanaan Jungle lies an island home to an ancient Ogre civilization.  An ancient artifact has been rumored to be somewhere within Ashran.  If claimed, will be a devastating weapon to uphold.",Slay the enemy's leader,"- Slay the enemy's leader
- Reduce the enemy reinforcements to 0",0,0,1,3,5,0,360,-1,-1,1116,0,1,-1,0,0,0,939189,0,-1736425891,134479960,0
1192,Transport_Iron_Horde_Gorgrond_Train,Transport: Gorgrond Train,,,,,0,0,3,0,5,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
