ID,JournalEncounterID,ItemID,FactionMask,Flags,DifficultyMask
14067,687,86047,-1,2,3
14068,687,86127,-1,2,3
14069,726,86130,-1,2,3
14070,726,86131,-1,2,3
14071,726,86132,-1,2,3
14072,726,86133,-1,2,3
14074,726,86135,-1,2,3
14075,726,86136,-1,2,3
14076,726,86137,-1,2,3
14077,726,86138,-1,2,3
14078,726,86139,-1,2,3
14079,726,86140,-1,2,3
14080,726,86141,-1,2,3
14081,677,86144,-1,2,3
14082,677,86145,-1,2,3
14083,677,86146,-1,2,3
14084,677,86147,-1,2,3
14085,677,87827,-1,2,3
14086,677,86148,-1,2,3
14087,677,86149,-1,2,3
14088,677,86150,-1,2,3
14089,677,86151,-1,2,3
14090,677,86152,-1,2,3
14091,677,86142,-1,2,3
14092,679,87012,-1,2,12
14093,679,87013,-1,2,12
14094,679,87014,-1,2,12
14095,679,87015,-1,2,12
14096,679,87016,-1,2,12
14097,679,87017,-1,2,12
14098,679,87018,-1,2,12
14099,679,87019,-1,2,12
14100,679,87020,-1,2,12
14101,679,87021,-1,2,12
14102,679,86739,-1,2,16
14103,679,86740,-1,2,16
14104,679,86741,-1,2,16
14105,679,86742,-1,2,16
14106,679,86743,-1,2,16
14107,679,86744,-1,2,16
14108,679,86745,-1,2,16
14109,679,86746,-1,2,16
14110,679,86747,-1,2,16
14111,679,86748,-1,2,16
14112,689,86752,-1,2,16
14113,689,86753,-1,2,16
14114,689,86754,-1,2,16
14115,689,86755,-1,2,16
14116,689,86756,-1,2,16
14117,689,86757,-1,2,16
14118,689,86758,-1,2,16
14119,689,87022,-1,2,12
14120,689,87023,-1,2,12
14121,689,87024,-1,2,12
14122,689,87025,-1,2,12
14123,689,87026,-1,2,12
14124,689,87027,-1,2,12
14125,689,87028,-1,2,12
14126,689,87029,-1,2,12
14127,689,87030,-1,2,12
14128,689,87031,-1,2,12
14129,689,86749,-1,2,16
14130,689,86750,-1,2,16
14131,689,86751,-1,2,16
14132,682,87040,-1,2,12
14133,682,87041,-1,2,12
14134,682,87042,-1,2,12
14135,682,87043,-1,2,12
14136,682,86759,-1,2,16
14137,682,86760,-1,2,16
14138,682,86761,-1,2,16
14139,682,86762,-1,2,16
14140,682,86763,-1,2,16
14141,682,86764,-1,2,16
14142,682,86765,-1,2,16
14143,682,86766,-1,2,16
14144,682,86767,-1,2,16
14145,682,86768,-1,2,16
14146,682,86769,-1,2,16
14147,682,86770,-1,2,16
14148,682,87032,-1,2,12
14149,682,87033,-1,2,12
14150,682,87034,-1,2,12
14151,682,87035,-1,2,12
14152,682,87036,-1,2,12
14153,682,87037,-1,2,12
14154,682,87038,-1,2,12
14155,682,87039,-1,2,12
14156,687,86784,-1,2,16
14157,687,86785,-1,2,16
14158,687,86786,-1,2,16
14159,687,86787,-1,2,16
14161,687,86788,-1,2,16
14162,687,87045,-1,2,12
14163,687,87046,-1,2,12
14164,687,87047,-1,2,12
14165,687,87048,-1,2,12
14166,687,87049,-1,2,12
14167,687,87050,-1,2,12
14168,687,87051,-1,2,12
14169,687,87052,-1,2,12
14170,687,87053,-1,2,12
14171,687,87054,-1,2,12
14172,687,87055,-1,2,12
14173,687,87056,-1,2,12
14174,687,86776,-1,2,16
14175,687,86777,-1,2,16
14176,687,86778,-1,2,16
14177,687,86779,-1,2,16
14178,687,86780,-1,2,16
14179,687,86781,-1,2,16
14181,687,86783,-1,2,16
14182,726,86789,-1,2,16
14183,726,86790,-1,2,16
14184,726,86791,-1,2,16
14185,726,86792,-1,2,16
14187,726,86794,-1,2,16
14188,726,86795,-1,2,16
14189,726,86796,-1,2,16
14190,726,86797,-1,2,16
14191,726,86798,-1,2,16
14192,726,86799,-1,2,16
14193,726,86800,-1,2,16
14194,726,87057,-1,2,12
14195,726,87058,-1,2,12
14196,726,87059,-1,2,12
14198,726,87061,-1,2,12
14199,726,87062,-1,2,12
14200,726,87063,-1,2,12
14201,726,87064,-1,2,12
14202,726,87065,-1,2,12
14203,726,87066,-1,2,12
14204,726,87067,-1,2,12
14205,726,87068,-1,2,12
14206,677,87825,-1,2,12
14207,677,86801,-1,2,16
14208,677,87826,-1,2,16
14209,677,86802,-1,2,16
14210,677,86803,-1,2,16
14211,677,86804,-1,2,16
14212,677,86805,-1,2,16
14213,677,86806,-1,2,16
14214,677,86807,-1,2,16
14215,677,86808,-1,2,16
14216,677,86809,-1,2,16
14217,677,86810,-1,2,16
14218,677,87069,-1,2,12
14219,677,87070,-1,2,12
14220,677,87071,-1,2,12
14221,677,87072,-1,2,12
14222,677,87073,-1,2,12
14223,677,87074,-1,2,12
14224,677,87075,-1,2,12
14225,677,87076,-1,2,12
14226,677,87077,-1,2,12
14227,677,87078,-1,2,12
14228,745,86854,-1,2,16
14229,745,87822,-1,2,12
14230,745,87823,-1,2,16
14231,745,86811,-1,2,16
14232,745,86812,-1,2,16
14233,745,86813,-1,2,16
14234,745,86814,-1,2,16
14235,745,86943,-1,2,12
14236,745,86815,-1,2,16
14237,745,86944,-1,2,12
14238,745,86816,-1,2,16
14239,745,86945,-1,2,12
14240,745,86817,-1,2,16
14241,745,86946,-1,2,12
14242,745,86818,-1,2,16
14243,745,86947,-1,2,12
14244,745,86819,-1,2,16
14245,745,86948,-1,2,12
14246,745,86949,-1,2,12
14247,745,86950,-1,2,12
14248,745,86951,-1,2,12
14249,745,86952,-1,2,12
14254,744,86820,-1,2,16
14256,744,86821,-1,2,16
14258,744,86822,-1,2,16
14260,744,86823,-1,2,16
14262,744,86824,-1,2,16
14264,744,86825,-1,2,16
14265,744,86826,-1,2,16
14266,744,86827,-1,2,16
14267,744,86828,-1,2,16
14268,744,86829,-1,2,16
14271,713,86830,-1,2,16
14272,713,86831,-1,2,16
14273,713,86832,-1,2,16
14274,713,86833,-1,2,16
14275,713,86834,-1,2,16
14276,713,86963,-1,2,12
14277,713,86835,-1,2,16
14278,713,86964,-1,2,12
14279,713,86836,-1,2,16
14280,713,86965,-1,2,12
14281,713,86837,-1,2,16
14282,713,86966,-1,2,12
14283,713,86838,-1,2,16
14284,713,86967,-1,2,12
14285,713,86839,-1,2,16
14286,713,86968,-1,2,12
14287,713,86840,-1,2,16
14288,713,86969,-1,2,12
14289,713,86970,-1,2,12
14290,713,86971,-1,2,12
14291,713,86972,-1,2,12
14292,713,86973,-1,2,12
14303,744,86953,-1,2,12
14304,744,86954,-1,2,12
14305,744,86955,-1,2,12
14306,744,86956,-1,2,12
14307,744,86957,-1,2,12
14308,744,86958,-1,2,12
14309,744,86959,-1,2,12
14310,744,86960,-1,2,12
14311,744,86961,-1,2,12
14312,744,86962,-1,2,12
14313,741,86912,-1,2,16
14314,741,86976,-1,2,12
14315,741,86977,-1,2,12
14316,741,86978,-1,2,12
14317,741,86851,-1,2,16
14318,741,86979,-1,2,12
14319,741,86852,-1,2,16
14320,741,86980,-1,2,12
14321,741,86853,-1,2,16
14322,741,86855,-1,2,16
14323,741,89255,-1,2,12
14324,741,86856,-1,2,16
14325,741,89256,-1,2,12
14326,741,89257,-1,2,12
14327,741,89270,-1,2,16
14328,741,89271,-1,2,16
14329,741,89272,-1,2,16
14330,741,86974,-1,2,12
14331,741,86911,-1,2,16
14332,741,86975,-1,2,12
14333,737,89252,-1,2,12
14334,737,86981,-1,2,12
14335,737,89253,-1,2,12
14336,737,86982,-1,2,12
14337,737,89254,-1,2,12
14338,737,86983,-1,2,12
14339,737,86984,-1,2,12
14340,737,86857,-1,2,16
14341,737,86985,-1,2,12
14342,737,86858,-1,2,16
14343,737,86986,-1,2,12
14344,737,86859,-1,2,16
14345,737,86987,-1,2,12
14346,737,86860,-1,2,16
14347,737,86861,-1,2,16
14348,737,86862,-1,2,16
14349,737,86863,-1,2,16
14350,737,89267,-1,2,16
14351,737,89268,-1,2,16
14352,737,89269,-1,2,16
14353,743,89249,-1,2,12
14354,743,89250,-1,2,12
14355,743,89251,-1,2,12
14356,743,86988,-1,2,12
14357,743,86989,-1,2,12
14358,743,86990,-1,2,12
14359,743,86991,-1,2,12
14360,743,89264,-1,2,16
14361,743,86864,-1,2,16
14362,743,89265,-1,2,16
14363,743,86865,-1,2,16
14364,743,89266,-1,2,16
14365,743,86866,-1,2,16
14366,743,86867,-1,2,16
14367,683,86868,-1,2,16
14368,683,86869,-1,2,16
14369,683,86870,-1,2,16
14370,683,86871,-1,2,16
14371,683,86872,-1,2,16
14372,683,86873,-1,2,16
14373,683,86874,-1,2,16
14374,683,86875,-1,2,16
14375,683,86876,-1,2,16
14376,683,86877,-1,2,16
14377,683,86878,-1,2,16
14378,683,87144,-1,2,12
14379,683,87145,-1,2,12
14380,683,87146,-1,2,12
14381,683,87147,-1,2,12
14382,683,87148,-1,2,12
14383,683,87149,-1,2,12
14384,683,87150,-1,2,12
14385,683,87151,-1,2,12
14386,683,87152,-1,2,12
14387,683,87153,-1,2,12
14388,683,87154,-1,2,12
14389,683,87155,-1,2,12
14390,683,86909,-1,2,16
14391,742,86880,-1,2,16
14392,742,86881,-1,2,16
14393,742,86882,-1,2,16
14394,742,86883,-1,2,16
14395,742,86884,-1,2,16
14396,742,86885,-1,2,16
14397,742,86886,-1,2,16
14398,742,86887,-1,2,16
14399,742,86888,-1,2,16
14400,742,87156,-1,2,12
14401,742,87157,-1,2,12
14402,742,87158,-1,2,12
14403,742,87159,-1,2,12
14404,742,87160,-1,2,12
14405,742,87161,-1,2,12
14406,742,87162,-1,2,12
14407,742,87163,-1,2,12
14408,742,87164,-1,2,12
14409,742,87165,-1,2,12
14410,742,86879,-1,2,16
14411,729,87168,-1,2,12
14412,729,87169,-1,2,12
14413,729,87170,-1,2,12
14414,729,87171,-1,2,12
14415,729,87172,-1,2,12
14416,729,86889,-1,2,16
14417,729,86890,-1,2,16
14418,729,86891,-1,2,16
14419,729,86892,-1,2,16
14420,729,86893,-1,2,16
14421,729,89261,-1,2,12
14422,729,86894,-1,2,16
14423,729,89262,-1,2,12
14424,729,89263,-1,2,12
14425,729,89276,-1,2,16
14426,729,89277,-1,2,16
14427,729,86910,-1,2,16
14428,729,89278,-1,2,16
14429,729,87166,-1,2,12
14430,729,87167,-1,2,12
14431,709,87173,-1,2,12
14432,709,87174,-1,2,12
14433,709,87175,-1,2,12
14434,709,87176,-1,2,12
14435,709,89258,-1,2,12
14436,709,89259,-1,2,12
14437,709,89260,-1,2,12
14438,709,89273,-1,2,16
14439,709,86905,-1,2,16
14440,709,89274,-1,2,16
14441,709,86906,-1,2,16
14442,709,89275,-1,2,16
14443,709,86907,-1,2,16
14444,709,86908,-1,2,16
14486,683,90503,-1,2,12
14487,683,90504,-1,2,12
14488,683,90505,-1,2,12
14489,683,90506,-1,2,12
14490,683,90507,-1,2,12
14491,683,90508,-1,2,12
14492,683,90509,-1,2,12
14493,683,90510,-1,2,12
14494,683,90511,-1,2,12
14495,683,90512,-1,2,12
14496,683,90513,-1,2,12
14497,683,90514,-1,2,12
14498,683,90515,-1,2,12
14499,683,90516,-1,2,12
14500,683,90517,-1,2,3
14501,683,90518,-1,2,3
14502,683,90519,-1,2,3
14503,683,90520,-1,2,3
14504,683,90521,-1,2,3
14505,683,90522,-1,2,3
14506,683,90523,-1,2,3
14507,683,90524,-1,2,3
14508,683,90525,-1,2,3
14509,683,90526,-1,2,3
14510,683,90527,-1,2,3
14511,683,90528,-1,2,3
14512,683,90529,-1,2,3
14513,683,90530,-1,2,3
14514,677,89942,-1,2,12
14515,677,89825,-1,2,3
14516,677,89977,-1,2,16
14517,677,89940,-1,2,12
14518,677,89941,-1,2,12
14519,677,89820,-1,2,3
14520,677,89823,-1,2,3
14521,677,89975,-1,2,16
14522,677,89976,-1,2,16
14523,679,89929,-1,2,12
14524,679,89930,-1,2,12
14525,679,89931,-1,2,12
14526,679,89766,-1,2,3
14527,679,89767,-1,2,3
14528,679,89768,-1,2,3
14529,679,89964,-1,2,16
14530,679,89965,-1,2,16
14531,679,89966,-1,2,16
14532,682,89934,-1,2,12
14533,682,89817,-1,2,3
14534,682,89969,-1,2,16
14535,687,89935,-1,2,12
14536,687,89936,-1,2,12
14537,687,89818,-1,2,3
14538,687,89819,-1,2,3
14539,687,89970,-1,2,16
14540,687,89971,-1,2,16
14541,689,86082,-1,2,3
14542,689,87044,-1,2,12
14543,689,89802,-1,2,3
14544,689,89803,-1,2,3
14545,689,89932,-1,2,12
14546,689,89933,-1,2,12
14547,689,89424,-1,2,3
14548,689,89425,-1,2,12
14549,689,89426,-1,2,16
14550,689,89967,-1,2,16
14551,689,89968,-1,2,16
14552,689,86782,-1,2,16
14553,679,86793,-1,2,16
14554,679,87060,-1,2,12
14555,679,86134,-1,2,3
14578,726,89937,-1,2,12
14579,726,89938,-1,2,12
14580,726,89939,-1,2,12
14581,726,89821,-1,2,3
14582,726,89822,-1,2,3
14583,726,89824,-1,2,3
14584,726,89972,-1,2,16
14585,726,89973,-1,2,16
14586,726,89974,-1,2,16
14587,713,89923,-1,2,12
14588,713,89924,-1,2,12
14589,713,89925,-1,2,12
14590,713,89958,-1,2,16
14591,713,89959,-1,2,16
14592,713,89832,-1,2,3
14593,713,89960,-1,2,16
14594,713,89833,-1,2,3
14595,713,89834,-1,2,3
14596,743,89926,-1,2,12
14597,743,89927,-1,2,12
14598,743,89928,-1,2,12
14599,743,89961,-1,2,16
14600,743,89962,-1,2,16
14601,743,89835,-1,2,3
14602,743,89963,-1,2,16
14603,743,89836,-1,2,3
14604,743,89837,-1,2,3
14605,744,89920,-1,2,12
14606,744,89921,-1,2,12
14607,744,89922,-1,2,12
14608,744,89955,-1,2,16
14609,744,89828,-1,2,3
14610,744,89956,-1,2,16
14611,744,89957,-1,2,16
14612,744,89830,-1,2,3
14613,744,89831,-1,2,3
14614,745,89952,-1,2,16
14615,745,89953,-1,2,16
14616,745,89826,-1,2,3
14617,745,89954,-1,2,16
14618,745,89827,-1,2,3
14619,745,89829,-1,2,3
14620,745,89917,-1,2,12
14621,745,89918,-1,2,12
14622,745,89919,-1,2,12
14623,709,89984,-1,2,16
14624,709,89985,-1,2,16
14625,709,89986,-1,2,16
14626,709,89839,-1,2,3
14627,709,89949,-1,2,12
14628,709,89886,-1,2,3
14629,709,89950,-1,2,12
14630,709,89887,-1,2,3
14631,709,89951,-1,2,12
14632,742,89945,-1,2,12
14633,742,89946,-1,2,12
14634,742,89883,-1,2,3
14635,742,89947,-1,2,12
14636,742,89884,-1,2,3
14637,742,89948,-1,2,12
14638,742,89842,-1,2,3
14639,742,89843,-1,2,3
14640,742,89980,-1,2,16
14641,742,89981,-1,2,16
14642,742,89982,-1,2,16
14643,742,89983,-1,2,16
14644,725,90432,-1,0,-1
14645,725,90433,-1,0,-1
14646,725,90434,-1,0,-1
14647,725,90435,-1,0,-1
14648,725,90436,-1,0,-1
14649,725,90437,-1,0,-1
14650,725,90438,-1,0,-1
14651,725,90439,-1,0,-1
14652,725,90440,-1,0,-1
14653,725,90441,-1,0,-1
14654,725,90442,-1,0,-1
14655,725,90443,-1,0,-1
14656,725,90444,-1,0,-1
14657,725,90445,-1,0,-1
14658,725,90446,-1,0,-1
14659,725,90447,-1,0,-1
14660,725,90448,-1,0,-1
14661,725,90449,-1,0,-1
14662,725,90450,-1,0,-1
14663,725,90451,-1,0,-1
14664,725,90452,-1,0,-1
14665,725,90453,-1,0,-1
14666,725,90454,-1,0,-1
14667,725,90455,-1,0,-1
14668,725,90456,-1,0,-1
14669,725,90408,-1,0,-1
14670,725,90409,-1,0,-1
14671,725,90410,-1,0,-1
14672,725,90411,-1,0,-1
14673,725,90412,-1,0,-1
14674,725,90413,-1,0,-1
14675,725,90414,-1,0,-1
14676,725,90415,-1,0,-1
14677,725,90416,-1,0,-1
14678,725,90417,-1,0,-1
14679,725,90418,-1,0,-1
14680,725,90419,-1,0,-1
14681,725,90420,-1,0,-1
14682,725,90421,-1,0,-1
14683,725,90422,-1,0,-1
14684,725,90423,-1,0,-1
14685,725,90424,-1,0,-1
14686,725,90425,-1,0,-1
14687,725,90429,-1,0,-1
14688,725,90430,-1,0,-1
14689,725,90431,-1,0,-1
14690,744,90738,-1,2,3
14691,744,90739,-1,2,16
14692,744,90740,-1,2,12
14693,691,85285,-1,0,-1
14694,691,85287,-1,0,-1
14695,691,85290,-1,0,-1
14696,691,85292,-1,0,-1
14697,691,85295,-1,0,-1
14698,691,85297,-1,0,-1
14699,691,85300,-1,0,-1
14700,691,85302,-1,0,-1
14701,691,85306,-1,0,-1
14702,691,85308,-1,0,-1
14703,691,85310,-1,0,-1
14704,691,85312,-1,0,-1
14705,691,84801,-1,0,-1
14706,691,84802,-1,0,-1
14707,691,84803,-1,0,-1
14708,691,85315,-1,0,-1
14709,691,84804,-1,0,-1
14710,691,84805,-1,0,-1
14711,691,85317,-1,0,-1
14712,691,84806,-1,0,-1
14713,691,84807,-1,0,-1
14714,691,84808,-1,0,-1
14715,691,85320,-1,0,-1
14716,691,84809,-1,0,-1
14717,691,84810,-1,0,-1
14718,691,85322,-1,0,-1
14719,691,84811,-1,0,-1
14720,691,84812,-1,0,-1
14721,691,84813,-1,0,-1
14722,691,85325,-1,0,-1
14723,691,84814,-1,0,-1
14724,691,84815,-1,0,-1
14725,691,85327,-1,0,-1
14726,691,84816,-1,0,-1
14727,691,84817,-1,0,-1
14728,691,84818,-1,0,-1
14729,691,85330,-1,0,-1
14730,691,84819,-1,0,-1
14731,691,85331,-1,0,-1
14732,691,84820,-1,0,-1
14733,691,84821,-1,0,-1
14734,691,84822,-1,0,-1
14735,691,85335,-1,0,-1
14736,691,84823,-1,0,-1
14737,691,84824,-1,0,-1
14738,691,85337,-1,0,-1
14739,691,84825,-1,0,-1
14740,691,84826,-1,0,-1
14741,691,84827,-1,0,-1
14742,691,84828,-1,0,-1
14743,691,85340,-1,0,-1
14744,691,84829,-1,0,-1
14745,691,84830,-1,0,-1
14746,691,85342,-1,0,-1
14747,691,84831,-1,0,-1
14748,691,84832,-1,0,-1
14749,691,84833,-1,0,-1
14750,691,85345,-1,0,-1
14751,691,84834,-1,0,-1
14752,691,84835,-1,0,-1
14753,691,85347,-1,0,-1
14754,691,84836,-1,0,-1
14755,691,84837,-1,0,-1
14756,691,84838,-1,0,-1
14757,691,85350,-1,0,-1
14758,691,84839,-1,0,-1
14759,691,84840,-1,0,-1
14760,691,85352,-1,0,-1
14761,691,84841,-1,0,-1
14762,691,84842,-1,0,-1
14763,691,84843,-1,0,-1
14764,691,84844,-1,0,-1
14765,691,85356,-1,0,-1
14766,691,84845,-1,0,-1
14767,691,84846,-1,0,-1
14768,691,85358,-1,0,-1
14769,691,84847,-1,0,-1
14770,691,85361,-1,0,-1
14771,691,85363,-1,0,-1
14772,691,85364,-1,0,-1
14773,691,85366,-1,0,-1
14774,691,85369,-1,0,-1
14775,691,85371,-1,0,-1
14776,691,85376,-1,0,-1
14777,691,85378,-1,0,-1
14778,691,85380,-1,0,-1
14779,691,85382,-1,0,-1
14780,691,85385,-1,0,-1
14781,691,85387,-1,0,-1
14782,691,85389,-1,0,-1
14783,691,85391,-1,0,-1
14784,691,85395,-1,0,-1
14785,691,85397,-1,0,-1
14786,691,84886,-1,0,-1
14787,691,84887,-1,0,-1
14788,691,84888,-1,0,-1
14789,691,84889,-1,0,-1
14790,691,84890,-1,0,-1
14791,691,84891,-1,0,-1
14792,691,84892,-1,0,-1
14793,691,84946,-1,0,-1
14794,691,84947,-1,0,-1
14795,691,84948,-1,0,-1
14796,691,84949,-1,0,-1
14797,691,84950,-1,0,-1
14798,691,90839,-1,0,-1
14799,691,84951,-1,0,-1
14800,691,84952,-1,0,-1
14801,691,84953,-1,0,-1
14802,691,84954,-1,0,-1
14803,691,87771,-1,0,-1
14804,691,84955,-1,0,-1
14805,691,84956,-1,0,-1
14806,691,84957,-1,0,-1
14807,691,84958,-1,0,-1
14808,691,84959,-1,0,-1
14809,691,84960,-1,0,-1
14810,691,84972,-1,0,-1
14811,691,84973,-1,0,-1
14812,691,84974,-1,0,-1
14813,691,84975,-1,0,-1
14814,691,84976,-1,0,-1
14815,691,84977,-1,0,-1
14816,691,84978,-1,0,-1
14817,691,84979,-1,0,-1
14818,691,84980,-1,0,-1
14819,691,84981,-1,0,-1
14820,691,84982,-1,0,-1
14821,691,84983,-1,0,-1
14822,691,84984,-1,0,-1
14823,691,84985,-1,0,-1
14824,691,84986,-1,0,-1
14825,725,90840,-1,0,-1
14857,742,87177,-1,2,12
14858,742,87178,-1,2,12
14859,742,87179,-1,2,12
14860,742,87180,-1,2,12
14861,742,87181,-1,2,12
14862,742,87182,-1,2,12
14863,742,87183,-1,2,12
14864,742,87184,-1,2,12
14865,742,87185,-1,2,12
14866,742,87186,-1,2,12
14867,742,86337,-1,2,3
14868,742,86338,-1,2,3
14869,742,86339,-1,2,3
14870,742,86340,-1,2,3
14871,742,86341,-1,2,3
14872,742,86342,-1,2,3
14873,742,86343,-1,2,3
14874,742,86383,-1,2,3
14875,742,86895,-1,2,16
14876,742,86384,-1,2,3
14877,742,86896,-1,2,16
14878,742,86385,-1,2,3
14879,742,86897,-1,2,16
14880,742,86898,-1,2,16
14881,742,86899,-1,2,16
14882,742,86900,-1,2,16
14883,742,86901,-1,2,16
14884,742,86902,-1,2,16
14885,742,86903,-1,2,16
14886,742,86904,-1,2,16
14887,729,86337,-1,2,3
14888,729,86338,-1,2,3
14889,729,86339,-1,2,3
14890,729,86340,-1,2,3
14891,729,86341,-1,2,3
14892,729,86342,-1,2,3
14893,729,86343,-1,2,3
14894,729,87177,-1,2,12
14895,729,87178,-1,2,12
14896,729,87179,-1,2,12
14897,729,87180,-1,2,12
14898,729,87181,-1,2,12
14899,729,87182,-1,2,12
14900,729,87183,-1,2,12
14901,729,87184,-1,2,12
14902,729,87185,-1,2,12
14903,729,87186,-1,2,12
14904,729,86383,-1,2,3
14905,729,86895,-1,2,16
14906,729,86384,-1,2,3
14907,729,86896,-1,2,16
14908,729,86385,-1,2,3
14909,729,86897,-1,2,16
14910,729,86898,-1,2,16
14911,729,86899,-1,2,16
14912,729,86900,-1,2,16
14913,729,86901,-1,2,16
14914,729,86902,-1,2,16
14915,729,86903,-1,2,16
14916,729,86904,-1,2,16
14920,663,88345,-1,2,1
14921,663,88346,-1,2,1
14922,663,88347,-1,2,1
14923,663,88348,-1,2,1
14924,663,88349,-1,2,1
14925,665,88340,-1,2,1
14926,665,88341,-1,2,1
14927,665,88342,-1,2,1
14928,665,88343,-1,2,1
14929,665,88344,-1,2,1
14932,725,89783,-1,0,-1
14962,542,32768,-1,2,2
15228,833,37728,-1,2,14
15229,833,37729,-1,2,14
15230,833,37730,-1,2,14
15231,833,37731,-1,2,14
15232,834,47248,-1,2,3
15233,834,47249,-1,2,3
15234,834,47250,-1,2,3
15235,834,47170,-1,2,3
15236,834,47171,-1,2,3
15237,834,47172,-1,2,3
15238,834,47493,-1,2,3
15239,834,47173,-1,2,3
15240,834,47174,-1,2,3
15241,834,47175,-1,2,3
15242,834,47243,-1,2,3
15243,834,47244,-1,2,3
15244,683,89943,-1,2,12
15245,683,89841,-1,2,3
15246,683,89978,-1,2,16
15247,683,89885,-1,2,3
15248,683,89944,-1,2,12
15249,683,89979,-1,2,16
15266,529,27457,-1,2,3
15267,529,27458,-1,2,3
15268,529,27459,-1,2,3
15269,529,27460,-1,2,3
15270,529,27461,-1,2,3
15271,529,24083,-1,2,3
15272,529,24150,-1,2,3
15273,529,24151,-1,2,3
15274,529,24154,-1,2,3
15275,529,24155,-1,2,3
15281,827,94722,-1,2,3
15283,827,94723,-1,2,3
15285,827,94724,-1,2,3
15287,827,94725,-1,2,3
15288,827,94726,-1,2,3
15289,827,94727,-1,2,3
15290,827,94728,-1,2,3
15291,827,94729,-1,2,3
15292,827,95510,-1,2,3
15303,827,94512,-1,2,3
15304,827,96368,-1,2,12
15305,827,96369,-1,2,12
15306,827,96370,-1,2,12
15307,827,96371,-1,2,12
15308,827,96372,-1,2,12
15309,827,96373,-1,2,12
15310,827,96374,-1,2,12
15311,827,96375,-1,2,12
15312,827,96376,-1,2,12
15313,827,96377,-1,2,12
15318,827,96384,-1,2,12
15319,827,96386,-1,2,12
15320,827,96387,-1,2,12
15321,827,96388,-1,2,12
15327,827,94730,-1,2,3
15328,827,94731,-1,2,3
15330,827,94732,-1,2,3
15332,827,94733,-1,2,3
15333,827,94734,-1,2,3
15335,827,94735,-1,2,3
15337,827,94736,-1,2,3
15339,827,94737,-1,2,3
15340,827,94738,-1,2,3
15341,827,94739,-1,2,3
15352,827,96378,-1,2,12
15353,827,96379,-1,2,12
15354,827,96380,-1,2,12
15355,827,96381,-1,2,12
15356,827,96382,-1,2,12
15357,827,96383,-1,2,12
15358,832,94982,-1,2,3
15359,832,94983,-1,2,3
15360,832,94984,-1,2,3
15361,832,94985,-1,2,3
15362,832,94986,-1,2,3
15363,832,94987,-1,2,3
15364,832,94988,-1,2,3
15365,832,94989,-1,2,3
15366,832,94990,-1,2,3
15367,832,94991,-1,2,3
15368,832,94992,-1,2,3
15369,832,94993,-1,2,3
15370,832,94994,-1,2,3
15384,832,96546,-1,2,12
15386,832,96547,-1,2,12
15388,832,96548,-1,2,12
15390,832,96549,-1,2,12
15392,832,96550,-1,2,12
15394,832,96551,-1,2,12
15396,832,96552,-1,2,12
15398,832,96553,-1,2,12
15399,832,96554,-1,2,12
15400,832,96555,-1,2,12
15401,832,96556,-1,2,12
15402,832,96557,-1,2,12
15404,832,96558,-1,2,12
15406,832,96559,-1,2,12
15407,832,95535,-1,2,3
15409,832,96560,-1,2,12
15411,832,96561,-1,2,12
15413,832,96562,-1,2,12
15414,832,96563,-1,2,12
15416,832,96564,-1,2,12
15418,832,96565,-1,2,12
15426,832,94524,-1,2,3
15431,832,94528,-1,2,3
15434,832,94530,-1,2,3
15435,832,94532,-1,2,3
15436,832,95472,-1,2,3
15437,832,95473,-1,2,3
15438,825,94784,-1,2,3
15439,825,94785,-1,2,3
15440,825,94786,-1,2,3
15441,825,94787,-1,2,3
15442,825,96422,-1,2,12
15443,825,96423,-1,2,12
15444,825,96424,-1,2,12
15445,825,96425,-1,2,12
15446,825,96426,-1,2,12
15447,825,96427,-1,2,12
15448,825,96428,-1,2,12
15449,825,96429,-1,2,12
15450,825,96430,-1,2,12
15451,825,96431,-1,2,12
15452,825,96432,-1,2,12
15453,825,94768,-1,2,3
15454,825,96433,-1,2,12
15455,825,94769,-1,2,3
15456,825,96434,-1,2,12
15457,825,94770,-1,2,3
15458,825,94771,-1,2,3
15459,825,96435,-1,2,12
15460,825,94772,-1,2,3
15461,825,96436,-1,2,12
15462,825,94773,-1,2,3
15463,825,96437,-1,2,12
15464,825,94774,-1,2,3
15465,825,96438,-1,2,12
15466,825,94775,-1,2,3
15467,825,96439,-1,2,12
15468,825,94776,-1,2,3
15469,825,96440,-1,2,12
15470,825,94777,-1,2,3
15471,825,96441,-1,2,12
15472,825,94778,-1,2,3
15473,825,94779,-1,2,3
15474,825,94780,-1,2,3
15475,825,94781,-1,2,3
15476,825,94782,-1,2,3
15477,825,94783,-1,2,3
15478,824,96513,-1,2,12
15479,824,96514,-1,2,12
15480,824,96515,-1,2,12
15481,824,94531,-1,2,3
15482,824,96516,-1,2,12
15483,824,96517,-1,2,12
15484,824,96518,-1,2,12
15485,824,96519,-1,2,12
15486,824,96520,-1,2,12
15487,824,96521,-1,2,12
15488,824,94954,-1,2,3
15489,824,96522,-1,2,12
15490,824,94955,-1,2,3
15491,824,96523,-1,2,12
15492,824,94956,-1,2,3
15493,824,94957,-1,2,3
15494,824,94958,-1,2,3
15495,824,94959,-1,2,3
15496,824,94960,-1,2,3
15497,824,95569,-1,2,3
15498,824,94961,-1,2,3
15499,824,94962,-1,2,3
15500,824,95574,-1,2,3
15501,824,94518,-1,2,3
15502,824,96566,-1,2,12
