ID,DifficultyID,JournalEncounterItemID
11838,7,11171
11839,7,11203
11840,7,11204
11841,7,11205
11842,7,11206
11843,7,11207
11844,7,11208
11845,7,11056
11846,7,11057
11847,7,11058
11848,7,11059
11849,7,11060
11850,7,11061
11851,7,11063
11852,7,11062
11853,7,11065
11854,7,11066
11855,7,11068
11856,7,11070
11857,7,11073
11858,7,11076
11859,7,11078
11860,7,11080
11861,7,11082
11862,7,11083
11863,7,11085
11864,7,11087
11865,7,11086
11866,7,11089
11867,7,11088
11868,7,11090
11869,7,11091
11870,7,11092
11871,7,11123
11872,7,11124
11873,7,11125
11874,7,11127
11875,7,11128
11876,7,11129
11877,7,11130
11878,7,10909
11879,7,10910
11880,7,10911
11881,7,10912
11882,7,10913
11883,7,10914
11884,7,10915
11885,7,10917
11886,7,10918
11887,7,10919
11888,7,10921
11889,7,10923
11890,7,10926
11891,7,10929
11892,7,10931
11893,7,10933
11894,7,10935
11895,7,10936
11896,7,10938
11897,7,10940
11898,7,10939
11899,7,10943
11900,7,10942
11901,7,10944
11902,7,10946
11903,7,10947
11904,7,10966
11905,7,10967
11906,7,10968
11907,7,10970
11908,7,10971
11909,7,10972
11910,7,10784
11911,7,10785
11912,7,10786
11913,7,10787
11914,7,10788
11915,7,10789
11916,7,10790
11917,7,10791
11918,7,10792
11919,7,10794
11920,7,10796
11921,7,10799
11922,7,10801
11923,7,10804
11924,7,10805
11925,7,10808
11926,7,10809
11927,7,10811
11928,7,10812
11929,7,10813
11930,7,10815
11931,7,10814
11932,7,10816
11933,7,10817
11934,7,10818
11935,7,10846
11936,7,10847
11937,7,10848
11938,7,10849
11939,7,10850
11940,7,10852
11941,7,10853
11942,7,10698
11943,7,10699
11944,7,10700
11945,7,10701
11946,7,10702
11947,7,10703
11948,7,10704
11949,7,10705
11950,7,10706
11951,7,10708
11952,7,10710
11953,7,10714
11954,7,10718
11955,7,10722
11956,7,10723
11957,7,10727
11958,7,10728
11959,7,10732
11960,7,10734
11961,7,10733
11962,7,10739
11963,7,10737
11964,7,10740
11965,7,10742
11966,7,10744
11968,7,10750
11969,7,10751
11970,7,10752
11971,7,10753
11972,7,10755
11973,7,10757
11974,7,10759
11975,7,10763
11976,7,10765
11977,7,10767
11978,7,10984
11979,7,10985
11980,7,10986
11981,7,10987
11982,7,10988
11983,7,10989
11984,7,10992
11985,7,10990
11986,7,10993
11987,7,10994
11988,7,10996
11989,7,10997
11990,7,10999
11991,7,11002
11992,7,11006
11993,7,11008
11994,7,11010
11995,7,11012
11996,7,11013
11997,7,11015
11998,7,11017
11999,7,11016
12000,7,11019
12001,7,11018
12002,7,11020
12003,7,11021
12004,7,11023
12005,7,11048
12006,7,11049
12007,7,11050
12153,2,15228
12154,4,15228
12155,5,15228
12156,6,15228
12157,2,15229
12158,4,15229
12159,5,15229
12160,6,15229
12161,2,15230
12162,4,15230
12163,5,15230
12164,6,15230
12165,2,15231
12166,4,15231
12167,5,15231
12168,6,15231
12169,2,15232
12173,2,15233
12177,2,15234
12181,1,15235
12183,1,15236
12185,1,15237
12187,2,15238
12191,1,15239
12193,1,15240
12195,1,15241
12197,2,15242
12201,2,15243
12205,5,15244
12206,6,15244
12210,3,15247
12211,4,15247
12212,5,15248
12213,6,15248
12214,3,15245
12215,4,15245
12216,7,15246
12217,7,15249
12238,3,15281
12239,4,15281
12242,3,15283
12243,4,15283
12246,3,15285
12247,4,15285
12250,3,15287
12251,4,15287
12252,3,15288
12253,4,15288
12254,3,15289
12255,4,15289
12256,3,15290
12257,4,15290
12258,3,15291
12259,4,15291
12260,3,15292
12261,4,15292
12282,3,15303
12283,4,15303
12284,5,15304
12285,6,15304
12286,5,15305
12287,6,15305
12288,5,15306
12289,6,15306
12290,5,15307
12291,6,15307
12292,5,15308
12293,6,15308
12294,5,15309
12295,6,15309
12296,5,15310
12297,6,15310
12298,5,15311
12299,6,15311
12300,5,15312
12301,6,15312
12302,5,15313
12303,6,15313
12312,5,15318
12313,6,15318
12314,5,15319
12315,6,15319
12316,5,15320
12317,6,15320
12318,5,15321
12319,6,15321
12330,3,15327
12331,4,15327
12332,3,15328
12333,4,15328
12336,3,15330
12337,4,15330
12340,3,15332
12341,4,15332
12342,3,15333
12343,4,15333
12346,3,15335
12347,4,15335
12350,3,15337
12351,4,15337
12354,3,15339
12355,4,15339
12356,3,15340
12357,4,15340
12358,3,15341
12359,4,15341
12380,5,15352
12381,6,15352
12382,5,15353
12383,6,15353
12384,5,15354
12385,6,15354
12386,5,15355
12387,6,15355
12388,5,15356
12389,6,15356
12390,5,15357
12391,6,15357
12392,3,15358
12393,4,15358
12394,3,15359
12395,4,15359
12396,3,15360
12397,4,15360
12398,3,15361
12399,4,15361
12400,3,15362
12401,4,15362
12402,3,15363
12403,4,15363
12404,3,15364
12405,4,15364
12406,3,15365
12407,4,15365
12408,3,15366
12409,4,15366
12410,3,15367
12411,4,15367
12412,3,15368
12413,4,15368
12414,3,15369
12415,4,15369
12416,3,15370
12417,4,15370
12444,5,15384
12445,6,15384
12448,5,15386
12449,6,15386
12452,5,15388
12453,6,15388
12456,5,15390
12457,6,15390
12460,5,15392
12461,6,15392
12464,5,15394
12465,6,15394
12468,5,15396
12469,6,15396
12472,5,15398
12473,6,15398
12474,5,15399
12475,6,15399
12476,5,15400
12477,6,15400
12478,5,15401
12479,6,15401
12480,5,15402
12481,6,15402
12484,5,15404
12485,6,15404
12488,5,15406
12489,6,15406
12490,3,15407
12491,4,15407
12494,5,15409
12495,6,15409
12498,5,15411
12499,6,15411
12502,5,15413
12503,6,15413
12504,5,15414
12505,6,15414
12508,5,15416
12509,6,15416
12512,5,15418
12513,6,15418
12528,3,15426
12529,4,15426
12538,3,15431
12539,4,15431
12544,3,15434
12545,4,15434
12546,3,15435
12547,4,15435
12548,3,15436
12549,4,15436
12550,3,15437
12551,4,15437
12552,5,15646
12553,6,15646
12554,5,15647
12555,6,15647
12556,5,15648
12557,6,15648
12558,5,15649
12559,6,15649
12560,5,15650
12561,6,15650
12562,5,15651
12563,6,15651
12564,5,15652
12565,6,15652
12566,5,15653
12567,6,15653
12568,5,15654
12569,6,15654
12570,5,15655
12571,6,15655
12572,5,15656
12573,6,15656
12574,5,15657
12575,6,15657
12576,5,15658
12577,6,15658
12578,5,15659
12579,6,15659
12580,5,15660
12581,6,15660
12582,5,15661
12583,6,15661
12584,5,15662
12585,6,15662
12586,5,15663
12587,6,15663
12588,5,15664
12589,6,15664
12590,5,15665
12591,6,15665
12592,5,15666
12593,6,15666
12594,5,15667
12595,6,15667
12596,5,15668
12597,6,15668
12598,5,15669
12599,6,15669
12600,5,15670
12601,6,15670
12602,5,15671
12603,6,15671
12604,5,15672
12605,6,15672
12606,5,15673
12607,6,15673
12608,5,15674
12609,6,15674
12610,5,15675
12611,6,15675
12612,5,15676
12613,6,15676
12614,5,15677
12615,6,15677
12616,5,15678
12617,6,15678
12618,5,15679
12619,6,15679
12620,5,15680
12621,6,15680
12622,5,15681
12623,6,15681
12624,5,15682
12625,6,15682
12626,5,15683
12627,6,15683
12628,5,15684
12629,6,15684
12630,5,15685
12631,6,15685
12632,5,15686
12633,6,15686
12634,5,15687
12635,6,15687
12636,5,15688
12637,6,15688
12638,5,15689
12639,6,15689
12640,5,15690
12641,6,15690
12642,5,15691
12643,6,15691
12644,7,15790
12645,7,15791
12646,7,15792
12647,7,15793
12648,3,15794
12649,4,15794
12650,3,15795
12651,4,15795
12652,3,15796
12653,4,15796
12654,3,15797
12655,4,15797
12656,3,15798
12657,4,15798
12658,3,15799
12659,4,15799
12660,3,15800
12661,4,15800
12662,3,15801
12663,4,15801
12664,3,15802
12665,4,15802
12666,3,15803
12667,4,15803
12668,3,15804
12669,4,15804
12670,5,15805
12671,6,15805
12672,5,15806
12673,6,15806
12674,5,15807
12675,6,15807
12676,5,15808
12677,6,15808
12678,5,15809
12679,6,15809
12680,5,15810
12681,6,15810
12682,5,15811
12683,6,15811
12684,3,15812
12685,4,15812
12686,5,15813
12687,6,15813
12688,3,15814
12689,4,15814
12690,5,15815
12691,6,15815
12692,3,15816
12693,4,15816
12694,5,15817
12695,6,15817
12696,3,15818
12697,4,15818
12698,5,15819
12699,6,15819
12700,3,15820
12701,4,15820
12702,5,15821
12703,6,15821
12704,3,15822
12705,4,15822
12706,5,15823
12707,6,15823
12708,3,15824
12709,4,15824
12710,3,15825
12711,4,15825
12712,5,15826
12713,6,15826
12714,3,15827
12715,4,15827
12716,5,15828
12717,6,15828
12718,5,15829
12719,6,15829
12720,5,15830
12721,6,15830
12722,5,15831
12723,6,15831
12724,5,15832
12725,6,15832
12726,5,15833
12727,6,15833
12728,7,15834
12729,7,15835
12730,7,15836
12731,7,15837
12732,7,15838
12733,7,15839
12734,7,15840
12735,7,15841
12736,7,15842
12737,7,15843
12738,7,15844
12739,7,15845
12740,7,15846
12741,7,15847
12742,7,15848
12743,7,15849
12744,5,15762
12745,6,15762
12746,5,15763
12747,6,15763
12748,5,15764
12749,6,15764
12750,5,15765
12751,6,15765
12752,5,15766
12753,6,15766
12754,5,15767
12755,6,15767
12756,5,15768
12757,6,15768
12758,5,15770
12759,6,15770
12760,7,15850
12761,5,15772
12762,6,15772
12763,7,15851
12764,3,15773
12765,4,15773
12766,5,15775
12767,6,15775
12768,7,15852
12769,5,15777
12770,6,15777
12771,3,15780
12772,4,15780
12773,3,15782
12774,4,15782
12775,3,15789
12776,4,15789
12777,7,15853
12778,7,15854
12779,7,15855
12780,7,15856
12781,7,15857
12782,7,15858
12783,7,15859
12784,7,15860
12785,7,15861
12786,7,15862
12787,7,15863
12788,3,15769
12789,4,15769
12790,3,15771
12791,4,15771
12792,3,15774
12793,4,15774
12794,3,15776
12795,4,15776
12796,3,15778
12797,4,15778
12798,3,15779
12799,4,15779
12800,3,15781
12801,4,15781
12802,3,15783
12803,4,15783
12804,5,15785
12805,6,15785
12806,3,15784
12807,4,15784
12808,5,15787
12809,6,15787
12810,3,15786
12811,4,15786
12812,5,15788
12813,6,15788
12814,3,15734
12815,4,15734
12816,3,15737
12817,4,15737
12818,3,15736
12819,4,15736
12820,3,15739
12821,4,15739
12822,3,15740
12823,4,15740
12824,3,15741
12825,4,15741
12826,3,15743
12827,4,15743
12828,7,15864
12829,7,15865
12830,7,15866
12831,3,15747
12832,4,15747
12833,3,15751
12834,4,15751
12835,3,15753
12836,4,15753
12837,3,15758
12838,4,15758
12839,3,15742
12840,4,15742
12841,7,15867
12842,7,15868
12843,7,15869
12844,7,15870
12845,7,15871
12846,7,15872
12847,7,15873
12848,7,15874
12849,7,15875
12850,7,15876
12851,7,15877
12852,3,15756
12853,4,15756
12854,3,15759
12855,4,15759
12856,5,15748
12857,6,15748
12858,5,15749
12859,6,15749
12860,5,15750
12861,6,15750
12862,5,15752
12863,6,15752
12864,5,15754
12865,6,15754
12866,5,15755
12867,6,15755
12868,5,15757
12869,6,15757
12870,5,15760
12871,6,15760
12872,5,15761
12873,6,15761
12874,5,15735
12875,6,15735
12876,5,15738
12877,6,15738
12878,5,15744
12879,6,15744
12880,5,15745
12881,6,15745
12882,5,15746
12883,6,15746
12989,3,15631
12990,4,15631
12991,5,15634
12992,6,15634
12993,3,15633
12994,4,15633
12995,5,15635
12996,6,15635
12997,5,15637
12998,6,15637
12999,5,15636
13000,6,15636
13001,5,15638
13002,6,15638
13003,5,15640
13004,6,15640
13005,5,15642
13006,6,15642
13007,3,15641
13008,4,15641
13009,5,15643
13010,6,15643
13011,5,15644
13012,6,15644
13013,5,15645
13014,6,15645
13015,5,15614
13016,6,15614
13017,5,15615
13018,6,15615
13019,5,15616
13020,6,15616
13021,5,15617
13022,6,15617
13023,5,15618
13024,6,15618
13025,5,15619
13026,6,15619
13027,3,15620
13028,4,15620
13029,3,15621
13030,4,15621
13031,3,15622
13032,4,15622
13033,3,15623
13034,4,15623
13035,3,15624
13036,4,15624
13037,3,15625
13038,4,15625
13039,3,15626
13040,4,15626
13041,3,15627
13042,4,15627
13043,3,15628
13044,4,15628
13045,3,15629
13046,4,15629
13047,7,15899
13048,7,15900
13049,7,15901
13050,3,15630
13051,4,15630
13052,7,15902
13053,7,15903
13054,7,15904
13055,3,15632
13056,4,15632
13057,7,15905
13058,7,15906
13059,7,15907
13060,7,15908
13061,7,15909
13062,7,15910
13063,7,15911
13064,3,15639
13065,4,15639
13066,7,15912
13067,7,15913
13068,7,15914
13069,5,15576
13070,6,15576
13071,5,15577
13072,6,15577
13073,5,15578
13074,6,15578
13075,5,15579
13076,6,15579
13077,3,15581
13078,4,15581
13079,5,15580
13080,6,15580
13081,3,15583
13082,4,15583
13083,5,15582
13084,6,15582
13085,5,15584
13086,6,15584
13087,3,15585
13088,4,15585
13089,5,15586
13090,6,15586
13091,3,15587
13092,4,15587
13093,3,15588
13094,4,15588
13095,5,15589
13096,6,15589
13097,3,15590
13098,4,15590
13099,5,15591
13100,6,15591
13101,5,15593
13102,6,15593
13103,3,15592
13104,4,15592
13105,5,15595
13106,6,15595
13107,3,15594
13108,4,15594
13109,5,15597
13110,6,15597
13111,3,15596
13112,4,15596
13113,3,15598
13114,4,15598
13115,3,15599
13116,4,15599
13117,3,15600
13118,4,15600
13119,3,15601
13120,4,15601
13121,3,15602
13122,4,15602
13123,3,15603
13124,4,15603
13125,7,15915
13126,3,15604
13127,4,15604
13128,7,15916
13129,3,15605
13130,4,15605
13131,7,15917
13132,7,15918
13133,7,15919
13134,7,15920
13135,7,15921
13136,7,15922
13137,7,15923
13138,7,15924
13139,7,15925
13140,7,15926
13141,7,15927
13142,7,15928
13143,7,15929
13144,7,15930
13145,7,15931
13146,7,15932
13147,7,15933
13148,3,15606
13149,4,15606
13150,3,15607
13151,4,15607
13152,5,15608
13153,6,15608
13154,5,15609
13155,6,15609
13156,5,15610
13157,6,15610
13158,5,15611
13159,6,15611
13160,5,15612
13161,6,15612
13162,5,15613
13163,6,15613
13164,5,15534
13165,6,15534
13166,7,15934
13167,7,15935
13168,7,15936
13169,7,15937
13170,7,15938
13171,7,15939
13172,7,15940
13173,7,15941
13174,7,15942
13175,7,15943
13176,7,15944
13177,7,15945
13178,7,15946
13179,7,15947
13180,7,15948
13181,7,15949
13182,7,15950
13183,7,15951
13184,7,15952
13185,7,15953
13186,7,15954
13187,3,15536
13188,4,15536
13189,3,15535
13190,4,15535
13191,3,15537
13192,4,15537
13193,3,15538
13194,4,15538
13195,3,15539
13196,4,15539
13197,3,15540
13198,4,15540
13199,3,15541
13200,4,15541
13201,3,15542
13202,4,15542
13203,3,15543
13204,4,15543
13205,3,15544
13206,4,15544
13207,3,15545
13208,4,15545
13209,3,15546
13210,4,15546
13211,3,15547
13212,4,15547
13213,3,15548
13214,4,15548
13215,3,15549
13216,4,15549
13217,3,15550
13218,4,15550
13219,3,15551
13220,4,15551
13221,3,15552
13222,4,15552
13223,5,15553
13224,6,15553
13225,5,15554
13226,6,15554
13227,5,15555
13228,6,15555
13229,5,15556
13230,6,15556
13231,5,15557
13232,6,15557
13233,5,15558
13234,6,15558
13235,5,15559
13236,6,15559
13237,5,15560
13238,6,15560
13239,5,15561
13240,6,15561
13241,5,15562
13242,6,15562
13243,5,15563
13244,6,15563
13245,3,15565
13246,4,15565
13247,5,15564
13248,6,15564
13249,5,15566
13250,6,15566
13251,5,15567
13252,6,15567
13253,3,15568
13254,4,15568
13255,5,15569
13256,6,15569
13257,5,15570
13258,6,15570
13259,5,15571
13260,6,15571
13261,3,15572
13262,4,15572
13263,5,15573
13264,6,15573
13265,5,15574
13266,6,15574
13267,5,15575
13268,6,15575
13269,5,15506
13270,6,15506
13271,5,15507
13272,6,15507
13273,5,15508
13274,6,15508
13275,7,15955
13276,5,15509
13277,6,15509
13278,7,15956
13279,5,15510
13280,6,15510
13281,7,15957
13282,5,15511
13283,6,15511
13284,5,15513
13285,6,15513
13286,3,15514
13287,4,15514
13288,5,15515
13289,6,15515
13290,3,15516
13291,4,15516
13292,5,15517
13293,6,15517
13294,3,15518
13295,4,15518
13296,5,15519
13297,6,15519
13298,3,15520
13299,4,15520
13300,5,15521
13301,6,15521
13302,3,15524
13303,4,15524
13304,3,15523
13305,4,15523
13306,3,15526
13307,4,15526
13308,3,15528
13309,4,15528
13310,3,15529
13311,4,15529
13312,3,15530
13313,4,15530
13314,3,15532
13315,4,15532
13316,3,15531
13317,4,15531
13318,7,15958
13319,7,15959
13320,7,15960
13321,7,15961
13322,7,15962
13323,7,15963
13324,7,15964
13325,7,15965
13326,7,15966
13327,7,15967
13328,7,15968
13329,3,15512
13330,4,15512
13331,5,15522
13332,6,15522
13333,5,15525
13334,6,15525
13335,5,15527
13336,6,15527
13337,3,15533
13338,4,15533
13339,5,15478
13340,6,15478
13341,5,15479
13342,6,15479
13343,3,15481
13344,4,15481
13345,5,15480
13346,6,15480
13347,5,15482
13348,6,15482
13349,5,15483
13350,6,15483
13351,5,15484
13352,6,15484
13353,5,15485
13354,6,15485
13355,5,15486
13356,6,15486
13357,5,15487
13358,6,15487
13359,5,15489
13360,6,15489
13361,5,15491
13362,6,15491
13363,7,15969
13364,7,15970
13365,7,15971
13366,3,15497
13367,4,15497
13368,3,15500
13369,4,15500
13370,7,15972
13371,7,15973
13372,7,15974
13373,3,15505
13374,4,15505
13375,7,15975
13376,7,15976
13377,7,15977
13378,7,15978
13379,7,15979
13380,7,15980
13381,7,15981
13382,7,15982
13383,3,15488
13384,4,15488
13385,3,15490
13386,4,15490
13387,3,15492
13388,4,15492
13389,3,15493
13390,4,15493
13391,3,15494
13392,4,15494
13393,3,15495
13394,4,15495
13395,3,15496
13396,4,15496
13397,3,15498
13398,4,15498
13399,3,15499
13400,4,15499
13401,5,15502
13402,6,15502
13403,3,15501
13404,4,15501
13405,5,15503
13406,6,15503
13407,5,15504
13408,6,15504
13409,3,15438
13410,4,15438
13411,7,15983
13412,3,15439
13413,4,15439
13414,7,15984
13415,3,15440
13416,4,15440
13417,7,15985
13418,3,15441
13419,4,15441
13420,7,15986
13421,7,15987
13422,7,15988
13423,7,15989
13424,7,15990
13425,7,15991
13426,7,15992
13427,7,15993
13428,7,15994
13429,7,15995
13430,7,15996
13431,7,15997
13432,7,15998
13433,7,15999
13434,7,16000
13435,5,15442
13436,6,15442
13437,5,15443
13438,6,15443
13439,5,15444
13440,6,15444
13441,5,15445
13442,6,15445
13443,5,15446
13444,6,15446
13445,5,15447
13446,6,15447
13447,5,15448
13448,6,15448
13449,5,15449
13450,6,15449
13451,5,15450
13452,6,15450
13453,5,15451
13454,6,15451
13455,5,15452
13456,6,15452
13457,3,15453
13458,4,15453
13459,3,15455
13460,4,15455
13461,5,15454
13462,6,15454
13463,3,15457
13464,4,15457
13465,5,15456
13466,6,15456
13467,5,15459
13468,6,15459
13469,3,15458
13470,4,15458
13471,5,15461
13472,6,15461
13473,3,15460
13474,4,15460
13475,5,15463
13476,6,15463
13477,3,15462
13478,4,15462
13479,5,15465
13480,6,15465
13481,3,15464
13482,4,15464
13483,5,15467
13484,6,15467
13485,3,15466
13486,4,15466
13487,5,15469
13488,6,15469
13489,3,15468
13490,4,15468
13491,3,15470
13492,4,15470
13493,5,15471
13494,6,15471
13495,3,15472
13496,4,15472
13497,3,15473
13498,4,15473
13499,3,15474
13500,4,15474
13501,3,15475
13502,4,15475
13503,3,15476
13504,4,15476
13505,7,16001
13506,3,15477
13507,4,15477
13508,7,16002
13509,7,16003
13510,7,16004
13511,7,16005
13512,7,16006
13513,7,16007
13514,7,16008
13515,7,16009
13516,7,16010
13517,7,16011
13518,7,16012
13519,7,16013
13520,7,16014
13521,7,16015
13522,7,16016
13523,7,16017
13524,7,16018
13525,7,16019
13526,7,16020
13527,7,16021
13528,7,16022
13529,7,16023
13530,7,16024
13531,7,16025
13532,7,16026
13533,7,16027
13534,7,16028
13535,7,16029
13536,7,16030
13537,7,16031
13538,7,16032
13539,7,16033
13540,7,16034
13541,7,16035
13542,7,16036
13543,7,16037
13544,7,16038
13545,7,16039
13546,7,16040
13547,7,16041
13548,7,16042
13654,5,16112
13655,6,16112
13656,5,16113
13657,6,16113
13658,5,16114
13659,6,16114
13660,5,16115
13661,6,16115
13662,5,16116
13663,6,16116
13664,5,16117
13665,6,16117
13666,5,16118
13667,6,16118
13668,5,16119
13669,6,16119
13670,5,16120
13671,6,16120
13672,5,16121
13673,6,16121
13674,5,16122
13675,6,16122
13676,5,16123
13677,6,16123
13678,5,16124
13679,6,16124
13680,5,16125
13681,6,16125
13682,5,16126
13683,6,16126
13684,5,16127
13685,6,16127
13686,3,16128
13687,4,16128
13688,5,16129
13689,6,16129
13690,3,16130
13691,4,16130
13692,5,16131
13693,6,16131
13694,3,16132
13695,4,16132
13696,5,16133
13697,6,16133
13698,3,16134
13699,4,16134
13700,5,16135
13701,6,16135
13702,3,16136
13703,4,16136
13704,5,16137
13705,6,16137
13706,3,16138
13707,4,16138
13708,7,16139
13709,3,16140
13710,4,16140
13711,3,16141
13712,4,16141
13713,3,16142
13714,4,16142
13715,3,16143
13716,4,16143
13717,3,16144
13718,4,16144
13719,7,16145
13720,3,16146
13721,4,16146
13722,7,16147
13723,3,16148
13724,4,16148
13725,7,16149
13726,3,16150
13727,4,16150
13728,7,16151
13729,3,16152
13730,4,16152
13731,7,16153
13732,3,16154
13733,4,16154
13734,7,16155
13735,3,16156
13736,4,16156
13737,7,16157
13738,3,16158
13739,4,16158
13740,7,16159
13741,7,16160
13742,7,16161
13743,7,16162
13744,7,16163
13745,7,16164
13746,7,16165
13747,7,16166
13748,7,16167
13749,7,16168
13750,7,16169
13751,7,16170
13752,7,16171
13753,3,16172
13754,4,16172
13755,3,16173
13756,4,16173
13757,3,16174
13758,4,16174
13761,1,12352
13762,1,12353
13763,1,12354
13764,1,12355
13765,1,12357
13818,14,17347
13819,14,17348
14256,14,17644
14261,14,17648
14265,14,17651
14713,14,17946
14717,14,17950
14722,14,17954
15081,14,18194
15084,14,18196
15087,14,18198
15157,14,18245
15163,14,18249
15167,14,18252
15223,14,18283
15225,14,18285
15229,14,18288
16013,16,17612
16014,16,17613
16015,16,17615
16016,17,17642
16017,17,17646
16018,17,17649
16019,15,17347
16020,16,17347
16021,17,17347
16022,17,17348
16023,15,17658
16024,15,17659
16025,15,17660
16026,16,17925
16027,16,17927
16028,16,17929
16029,17,17932
16030,17,17944
16031,17,17948
16032,15,17953
16033,15,17961
16034,15,17971
16035,16,18152
16036,16,18153
16037,16,18154
16038,17,18166
16039,17,18169
16040,17,18174
16041,15,18192
16042,15,18201
16043,15,18204
16044,16,18208
16045,16,18210
16046,16,18211
16047,17,18214
16048,17,18215
16049,17,18216
16050,15,18236
16051,15,18247
16052,15,18256
16053,16,18263
16054,16,18264
16055,16,18269
16056,17,18272
16057,17,18273
16058,17,18274
16059,15,18279
16060,15,18287
16061,15,18296
16062,15,21440
16063,15,21441
16064,15,21442
16065,17,21443
16066,17,21444
16067,17,21445
16068,14,21446
16069,14,21447
16070,14,21448
16071,16,21449
16072,16,21450
16073,16,21451
16075,15,21463
16076,16,21463
16077,16,17350
16100,3,21523
16101,4,21523
16102,5,21523
16103,6,21523
16104,3,21525
16105,4,21525
16106,5,21525
16107,6,21525
16108,7,21528
16109,3,21529
16110,4,21529
16111,5,21529
16112,6,21529
16113,14,21579
16114,15,21579
16115,16,21579
16116,17,21580
16117,14,21581
16118,15,21581
16119,16,21581
16120,14,21582
16121,15,21582
16122,16,21582
16123,17,21583
16124,14,21584
16125,15,21584
16126,16,21584
16127,17,21585
16128,14,21586
16129,15,21586
16130,16,21586
16131,14,21587
16132,15,21587
16133,16,21587
16134,17,21588
16135,14,21589
16136,15,21589
16137,16,21589
16138,14,21590
16139,15,21590
16140,16,21590
16141,14,21591
16142,15,21591
16143,16,21591
16144,17,21592
16145,14,21593
16146,15,21593
16147,16,21593
16148,14,21594
16149,15,21594
16150,16,21594
16151,14,21595
16152,15,21595
16153,16,21595
16154,14,21596
16155,15,21596
16156,16,21596
16157,14,21597
16158,15,21597
16159,16,21597
16160,17,21598
16161,17,21599
16162,17,21600
16163,17,21601
16164,17,21602
16165,17,21603
16166,17,21604
16167,17,21605
16168,17,21606
16169,14,21607
16170,15,21607
16171,16,21607
16172,14,21608
16173,15,21608
16174,16,21608
16175,14,21609
16176,15,21609
16177,16,21609
16178,17,21610
16179,14,21611
16180,15,21611
16181,16,21611
16182,17,21612
16183,14,21613
16184,15,21613
16185,16,21613
16186,17,21614
16187,14,21615
16188,15,21615
16189,16,21615
16190,17,21616
16191,14,21617
16192,15,21617
16193,16,21617
16194,14,21618
16195,15,21618
16196,16,21618
16197,14,21619
16198,15,21619
16199,16,21619
16200,14,21620
16201,15,21620
16202,16,21620
16203,14,21621
16204,15,21621
16205,16,21621
16206,14,21622
16207,15,21622
16208,16,21622
16209,14,21623
16210,15,21623
16211,16,21623
16212,17,21624
16213,17,21625
16382,14,21702
16383,15,21702
16384,16,21702
16385,17,21703
16386,17,21704
16387,17,21705
16388,17,21706
16389,17,21707
16390,17,21708
16391,14,21709
16392,15,21709
16393,16,21709
16394,17,21710
16395,14,21711
16396,15,21711
16397,16,21711
16398,14,21712
16399,15,21712
16400,16,21712
16401,17,21713
16402,14,21714
16403,15,21714
16404,16,21714
16405,14,21715
16406,15,21715
16407,16,21715
16408,14,21716
16409,15,21716
16410,16,21716
16411,14,21717
16412,15,21717
16413,16,21717
16414,14,21718
16415,15,21718
16416,16,21718
16417,14,21719
16418,15,21719
16419,16,21719
16420,14,21720
16421,15,21720
16422,16,21720
16423,14,21721
16424,15,21721
16425,16,21721
16426,14,21722
16427,15,21722
16428,16,21722
16429,14,21723
16430,15,21723
16431,16,21723
16432,14,21724
16433,15,21724
16434,16,21724
16435,17,21725
16436,17,21726
16437,14,21727
16438,15,21727
16439,16,21727
16440,17,21728
16441,14,21729
16442,15,21729
16443,16,21729
16444,17,21730
16445,14,21731
16446,15,21731
16447,16,21731
16448,17,21732
16449,14,21733
16450,15,21733
16451,16,21733
16452,14,21734
16453,15,21734
16454,16,21734
16455,14,21735
16456,15,21735
16457,16,21735
16458,17,21736
16459,17,21737
16460,14,21738
16461,15,21738
16462,16,21738
16463,17,21739
16464,14,21740
16465,15,21740
16466,16,21740
16467,17,21741
16468,14,21742
16469,15,21742
16470,16,21742
16471,17,21743
16472,14,21744
16473,15,21744
16474,16,21744
16475,14,21745
16476,15,21745
16477,16,21745
16478,14,21746
16479,15,21746
16480,16,21746
16481,17,21747
16482,14,21748
16483,15,21748
16484,16,21748
16485,14,21749
16486,15,21749
16487,16,21749
16488,14,21750
16489,15,21750
16490,16,21750
16491,17,21751
16492,14,21752
16493,15,21752
16494,16,21752
16495,17,21753
16496,14,21754
16497,15,21754
16498,16,21754
16499,14,21755
16500,15,21755
16501,16,21755
16502,17,21756
16503,17,21757
16504,17,21758
16505,14,21759
16506,15,21759
16507,16,21759
16508,14,21760
16509,15,21760
16510,16,21760
16511,14,21761
16512,15,21761
16513,16,21761
16514,17,21762
16515,14,21763
16516,15,21763
16517,16,21763
16518,14,21764
16519,15,21764
16520,16,21764
16521,14,21765
16522,15,21765
16523,16,21765
16524,17,21766
16525,14,21767
16526,15,21767
16527,16,21767
16528,14,21768
16529,15,21768
16530,16,21768
16531,17,21769
16532,14,21770
16533,15,21770
16534,16,21770
16535,14,21771
16536,15,21771
16537,16,21771
16538,14,21772
16539,15,21772
16540,16,21772
16541,14,21773
16542,15,21773
16543,16,21773
16544,14,21774
16545,15,21774
16546,16,21774
16547,17,21775
16548,17,21776
16549,14,21777
16550,15,21777
16551,16,21777
16552,14,21778
16553,15,21778
16554,16,21778
16555,14,21779
16556,15,21779
16557,16,21779
16558,17,21780
16559,14,21781
16560,15,21781
16561,16,21781
16562,14,21782
16563,15,21782
16564,16,21782
